,0
0,0.03184564412799329
1,0.1164433781574415
2,0.09979650898388656
3,0.09281734234176593
4,0.08380741433078816
5,0.10497355556331281
6,0.10081856484080085
7,0.11268605878225009
8,0.10624385746334798
9,0.10398561337686574
10,0.10116240690388177
11,0.1028829008721601
12,0.10390811712176069
13,0.1001315683619701
14,0.09681444554118664
15,0.09376791304725006
16,0.09638995269317686
17,0.09515152496398693
18,0.0931457821639808
19,0.09747200367469668
20,0.10433992788819398
21,0.10362379206901423
22,0.10303570706145676
23,0.10258836568759534
24,0.10080452627031661
25,0.09964659869468694
26,0.09859209256078394
27,0.09762386073501508
28,0.09623987454950624
29,0.09464908735036584
