TestSMA15,PredSMA15
7.466666904025615,6.924824
7.380000031153362,7.1012354
7.626666120741085,7.245669
8.046666846169371,7.416273
8.186666494581429,7.5877805
8.286667006386661,7.767534
8.00666681946649,7.9245243
7.913333127127747,7.999612
7.846666712654962,8.009821
7.573333345201281,7.9510627
7.213333104875345,7.83293
7.553332886801812,7.6348257
7.220000369389863,7.5576835
6.826666921827536,7.444246
6.773333701239704,7.2770557
6.566666748258805,7.123054
6.320000213623054,6.997589
6.053333220587833,6.818393
5.853333532121453,6.642851
5.666666592491995,6.496474
5.599999732971183,6.3510118
6.120000080108645,6.238953
6.146666467878547,6.2403345
6.20666650793287,6.280093
6.100000066757204,6.344699
6.346666601392956,6.383485
6.1666664812299885,6.4656477
6.43999984868367,6.4691076
6.786666895124655,6.51757
7.059999817530309,6.6106625
7.34000000445048,6.7737117
7.633332940207575,6.9508715
7.940000404993706,7.188632
8.133332828945568,7.4435167
8.253332909054214,7.6783495
8.313333394156563,7.8807306
8.133332828945568,8.035617
7.793333937115158,8.096799
7.3533336433834595,8.03567
7.486666472329028,7.8532534
7.426666877322734,7.703901
7.3533336433834595,7.5657487
7.373333656734901,7.4637136
7.306666797214088,7.4048724
6.866666948530418,7.3891816
6.87333332294888,7.2697144
6.686666383319422,7.16195
6.579999942143757,7.0386257
6.420000280380258,6.9225082
6.360000240325936,6.7923293
6.499999888737993,6.713785
6.293333380805123,6.6709495
6.02000001335144,6.6216598
6.213333772447388,6.538712
6.459999862035112,6.500929
6.499999888737993,6.525663
6.760000062306724,6.557294
6.866666948530418,6.642029
6.966666570239594,6.7617846
7.253333131578227,6.876328
7.013333416408965,7.005319
7.266666325463178,7.0750313
7.440000071207685,7.1554055
7.58000016466777,7.2456837
7.779999408086122,7.362904
7.886666739357844,7.4721427
7.906666307661257,7.6190977
8.066666414472785,7.7257776
8.319999323526996,7.830377
8.353333420859446,7.9636736
8.513333527670973,8.0726595
8.566666303210777,8.187867
8.613333149380148,8.293189
8.499999888737992,8.380132
8.726666410022304,8.400917
8.853333309597438,8.460618
8.926666543536712,8.52494
8.9066669752333,8.598352
8.806666463428067,8.647706
8.840000560760515,8.678916
8.806666463428067,8.686259
9.106666218651652,8.674001
9.533332873450371,8.719368
9.586667429182288,8.848992
9.13333349651761,8.988932
8.813333282894558,9.015525
8.43333347426521,8.963534
8.273333367453683,8.805069
8.146666467878548,8.589232
7.75333302031622,8.363004
8.013333638932979,8.130269
8.093332802242687,8.009563
7.719999813079828,7.96889
7.75333302031622,7.8863883
7.599999732971183,7.8149624
7.506666930728497,7.758228
7.173333078172464,7.671277
7.280000409444186,7.507428
7.34666682391697,7.4255223
7.700000244776415,7.367422
8.060000485102352,7.422633
8.379999808629348,7.5610743
8.080000053405763,7.7992387
8.286667006386661,7.929141
8.65999999554952,8.065246
8.553333554373854,8.21996
8.533333986070442,8.3145
8.846666490130948,8.350073
8.740000048955283,8.466511
8.806666463428067,8.535072
8.866666948530417,8.569967
8.980000209172573,8.614175
8.820000102361046,8.684224
8.740000048955283,8.680959
8.813333282894558,8.668696
8.780000075658165,8.660291
8.9066669752333,8.646345
9.08666665034824,8.65022
9.08666665034824,8.705954
9.106666218651652,8.767716
9.286666783862648,8.815165
9.020000235875456,8.890289
8.820000102361046,8.895485
8.840000560760515,8.839345
8.840000560760515,8.782885
8.919999724070223,8.738612
9.226666298760296,8.7028
9.246666757159764,8.759883
9.286666783862648,8.838972
9.30666635216606,8.912795
9.26666632546318,8.972726
9.199999910990394,9.010649
9.49999966621398,9.00097
9.55333333184984,9.045099
9.35333319833543,9.094932
9.31999999109904,9.103977
9.49999966621398,9.098624
9.659999773025506,9.1307125
9.773333923763715,9.168251
9.873332655376837,9.219635
9.673333411958485,9.29608
9.38000047620139,9.329416
9.486666917377056,9.289236
9.55333333184984,9.250941
9.579999719619742,9.223827
9.686666160795408,9.20401
9.753333465364248,9.220167
9.760000284830738,9.271313
9.780000743230207,9.308538
9.966667237811636,9.336606
9.946666779412167,9.388638
9.97333316718207,9.42409
10.079999608357737,9.453918
10.17333330069648,9.492378
10.119999635060616,9.54052
10.359999795277908,9.560834
10.673333189434471,9.613409
10.366666614744396,9.701733
10.319999768575023,9.731876
10.300000200271612,9.739223
10.100000066757204,9.739917
9.913332682079718,9.701485
9.866666726006404,9.615768
9.866666726006404,9.550414
9.773333923763715,9.497469
9.653333843655073,9.439875
9.31333317163255,9.384028
8.846666490130948,9.289575
8.800000534057634,9.120565
8.41333301586574,8.948481
7.879999919891355,8.727526
7.82000032488506,8.43029
8.180000565210996,8.168234
8.07333412403533,8.072431
7.946666334364139,7.9947085
8.07333412403533,7.9404063
8.253332909054214,7.9609995
8.03333409733245,8.033409
7.913333127127747,8.018322
7.926666766060726,7.9813194
7.519999679565419,7.955271
7.879999919891355,7.8379154
8.24000016021729,7.7882843
8.24000016021729,7.851654
8.586666761610246,7.946702
8.993333848105554,8.090947
9.053333443111846,8.344762
9.033333874808434,8.549373
9.159999884287512,8.675768
9.253332686530198,8.798576
9.29333271323308,8.890231
9.286666783862648,8.940942
9.279999964396158,8.975582
9.060000262578336,9.004316
8.993333848105554,8.975074
9.38666729566788,8.924093
9.38000047620139,8.948636
9.199999910990394,8.981573
9.113333928214198,8.980213
9.060000262578336,8.96911
9.173333523220492,8.954585
9.106666218651652,8.929627
9.073333901511315,8.898782
9.046667513741417,8.883169
9.060000262578336,8.868152
9.06666619194877,8.864405
9.10000028928122,8.852194
9.286666783862648,8.855337
9.640000204722092,8.897802
9.77999985313415,9.007383
9.966667237811636,9.130588
10.0466672912174,9.265737
10.359999795277908,9.384966
10.48000076548261,9.518801
10.586667206658277,9.621863
10.540000360488904,9.714348
10.52000079218549,9.769324
10.593333136028708,9.806688
10.653333621131058,9.826251
10.586667206658277,9.8447275
10.420000280380258,9.8465395
10.353333865907477,9.828017
9.760000284830738,9.801431
9.640000204722092,9.690582
9.486666917377056,9.560915
9.386666405571823,9.416937
8.720000480651871,9.290143
8.579999942143756,9.057237
8.39999937693276,8.859768
8.43333347426521,8.648648
8.41333301586574,8.495845
8.306666574690075,8.366536
8.186666494581429,8.304914
7.786667117648669,8.235082
7.613333371904162,8.103066
7.58000016466777,7.938612
7.58000016466777,7.785666
8.2333333407508,7.6759105
