,0
0,1.1129788709857742
1,0.8253155560730338
2,0.6742131735346013
3,0.6185543886041807
4,0.586999255193332
5,0.5959390587993767
6,0.6097309189349127
7,0.5714700537692008
8,0.5593860626428634
9,0.5307381779206813
10,0.5075823439450305
11,0.4919018950698936
12,0.5592358757151294
13,0.5888624678377481
14,0.6360100269518881
15,0.6391191740819026
16,0.6615978525379562
17,0.7240486962603584
18,0.7923553030211834
19,0.8203475488632267
20,0.8487345225865627
21,0.8444360506859796
22,0.8319904909839431
23,0.8148386490241407
24,0.8136182105050689
25,0.8354482143678996
26,0.8325578665598541
27,0.8223890556622044
28,0.8092021832420084
29,0.7993036145209369
