DataHora (GMT),DirVento (oNV ),Precipitacao (mm ),PressaoAtm (mB ),RadSolAcum (MJ/m2 ),TempAr (oC ),UmidRel (% ),VelVento (m/s )
2011-12-14 18:00:00,72,0,988.4,5.56,34.7,28.8,4.5
2011-12-14 15:00:00,81,0,991.2,6.08,31.4,35.2,6.1
2011-12-14 12:00:00,78,0.2,992.6,4.14,29.9,41.6,5.7
2011-12-14 09:00:00,69,0,991.5,0.07,23.8,75.2,4.8
2011-12-14 06:00:00,57,0,990.3,0,24.3,78.4,5.5
2011-12-14 03:00:00,54,0,990.9,0,24.9,76.8,6.3
2011-12-14 00:00:00,48,0,991.2,0,26.6,60.8,6.7
2011-12-13 21:00:00,57,28.8,988.8,1.37,30,48,5.7
2011-12-13 18:00:00,63,0,988.7,4.09,33.3,35.2,5
2011-12-13 15:00:00,66,0,991.2,5.87,33.2,33.6,6.7
2011-12-13 12:00:00,63,0,992.8,2.9,28.2,56,4.7
2011-12-13 09:00:00,63,0,992.1,0.05,23.6,86.4,3.8
2011-12-13 06:00:00,54,0,990.6,0,24.5,80,5
2011-12-13 03:00:00,51,0,991.9,0,25.3,76.8,5.8
2011-12-13 00:00:00,51,0,991.7,0,26.9,60.8,6.8
2011-12-12 21:00:00,60,0,988.8,1.38,30.8,44.8,5.8
2011-12-12 18:00:00,66,0,988.3,5.08,34.3,30.4,4.7
2011-12-12 15:00:00,249,0,991.3,5.02,33,35.2,5.4
2011-12-12 12:00:00,69,0,993,2.96,28.3,57.6,3
2011-12-12 09:00:00,69,0,991.8,0.05,22.5,88,2
2011-12-12 06:00:00,66,0,990.5,0,22.5,86.4,2.9
2011-12-12 03:00:00,54,0,991.8,0,24.4,76.8,4.2
2011-12-12 00:00:00,48,0,991.8,0,26.3,62.4,7.2
2011-12-11 21:00:00,51,0,988.4,1.66,31,40,45.4
2011-12-11 18:00:00,60,0,987.7,7.32,35.4,28.8,5.5
2011-12-11 15:00:00,60,0,990.8,7,33.1,35.2,6.1
2011-12-11 12:00:00,63,0,993,2.63,28.9,51.2,4.5
2011-12-11 09:00:00,60,0,991.8,0.04,24.5,80,4.5
2011-12-11 06:00:00,57,0,990.1,0,24.9,75.2,5.7
2011-12-11 03:00:00,54,0,991,0,25.8,73.6,6.5
2011-12-11 00:00:00,45,0,991.1,0,26.7,64,7.3
2011-12-10 21:00:00,54,0,988.2,2.26,33.1,33.6,4
2011-12-10 18:00:00,48,0,988.3,8.04,35.4,27.2,4.8
2011-12-10 15:00:00,69,0,991.1,7.78,33.9,32,5.4
2011-12-10 12:00:00,72,0,993.4,4.56,30.2,49.6,5.7
2011-12-10 09:00:00,30,541.8,992,6.92,22.9,88,3.2
2011-12-10 06:00:00,48,0,990.7,0,23.9,81.6,4.9
2011-12-10 03:00:00,45,0,991.3,0,24.9,76.8,5.6
2011-12-10 00:00:00,42,0,991.5,0,27.3,56,6.4
2011-12-09 21:00:00,96,0,989,1.87,33.2,32,2.9
2011-12-09 18:00:00,84,0,988.7,7.19,34.8,24,3.5
2011-12-09 15:00:00,75,0,991.3,8.75,34.5,28.8,4.7
2011-12-09 12:00:00,78,0,993.5,4.25,30,40,3.2
2011-12-09 09:00:00,63,0,991.9,0.12,22.6,81.6,3
2011-12-09 06:00:00,51,0,989.9,0,23.2,81.6,4.6
2011-12-09 03:00:00,45,0,991,0,24.7,70.4,4.7
2011-12-09 00:00:00,60,0,991.6,0,27.1,49.6,4.1
2011-12-08 21:00:00,93,0,989.2,1.87,31.7,30.4,3.2
2011-12-08 18:00:00,69,0,989.4,6.8,34.4,25.6,4.2
2011-12-08 15:00:00,69,0,992.2,8.1,32.1,32,4.9
2011-12-08 12:00:00,72,0,994.2,3.88,29.1,41.6,3.3
2011-12-08 09:00:00,66,0,992.2,0.16,22.3,78.4,1.4
2011-12-08 06:00:00,51,0,989.8,0.77,22.6,83.2,4
2011-12-08 03:00:00,48,0,990.7,0,24.4,73.6,5.7
2011-12-08 00:00:00,51,0,991.4,0,26.7,54.4,5
2011-12-07 21:00:00,141,558.2,988.4,4.01,32.2,28.8,2.7
2011-12-07 18:00:00,90,0,988.2,5.2,35.3,27.2,3.3
2011-12-07 15:00:00,96,0,990.8,8.4,32.3,33.6,3.7
2011-12-07 12:00:00,84,0,992.8,4.45,29.3,46.4,4.9
2011-12-07 09:00:00,60,0,991.1,0.13,23.6,70.4,3.9
2011-12-07 06:00:00,60,0,989.6,0,23.5,73.6,4.4
2011-12-07 03:00:00,120,819,989.7,12.28,21.6,73.6,4.7
2011-12-07 00:00:00,96,819,986.8,12.28,26.5,88,17.3
2011-12-06 21:00:00,63,0,987.8,2.1,32.2,33.6,4.5
2011-12-06 18:00:00,87,0,987.7,6.89,35.2,28.8,4.4
2011-12-06 15:00:00,90,0,990.5,4.34,32.9,36.8,4.9
2011-12-06 12:00:00,90,0,992.4,2.35,28.5,51.2,4.8
2011-12-06 09:00:00,63,0,991.3,0.06,24.4,70.4,2.9
2011-12-06 06:00:00,45,0,990.4,0,24.2,75.2,2.6
2011-12-06 03:00:00,48,0,990.2,0,25,72,5.6
2011-12-06 00:00:00,45,0,990.7,0,27,57.6,6.9
2011-12-05 21:00:00,90,0,988.1,2.24,33.5,19.2,4.6
2011-12-05 18:00:00,93,0,987.8,8.12,37,16,5.1
2011-12-05 15:00:00,87,0,990.6,8.81,34.3,22.4,5
2011-12-05 12:00:00,81,0,993.2,4.57,30.2,40,3
2011-12-05 09:00:00,69,0,991.9,0.12,23.2,78.4,0.5
2011-12-05 06:00:00,330,819,990.4,12.28,27.6,19.2,46.8
2011-12-05 03:00:00,42,0,990.9,0,25.1,76.8,5.3
2011-12-05 00:00:00,48,0,990.5,0,27,59.2,6.7
2011-12-04 21:00:00,105,0,988.2,2.36,32.6,33.6,4.4
2011-12-04 18:00:00,81,0,988,7.75,36,20.8,5.2
2011-12-04 15:00:00,69,0,990.9,8.06,33.9,28.8,5.7
2011-12-04 12:00:00,69,0,993.2,3.22,28.9,51.2,5.5
2011-12-04 09:00:00,60,0,991.9,0.12,23.2,86.4,3.4
2011-12-04 06:00:00,48,0,990.5,0,23.5,83.2,3.6
2011-12-04 03:00:00,48,0,991.4,0,24.6,75.2,4.6
2011-12-04 00:00:00,45,0,991.5,0,26.8,56,5.8
2011-12-03 21:00:00,57,0,988.8,2.16,31.3,28.8,5.5
2011-12-03 18:00:00,66,0,989,8.1,34.3,24,5.6
2011-12-03 15:00:00,66,0,991.9,8.51,32.7,30.4,6.6
2011-12-03 12:00:00,69,0,994.1,3.94,28.3,51.2,5.8
2011-12-03 09:00:00,66,0,992.6,0.12,21.6,88,2.6
2011-12-03 06:00:00,60,0,991.3,0,22.1,83.2,2.9
2011-12-03 03:00:00,51,0,992,0,23.9,76.8,5.5
2011-12-03 00:00:00,48,0,992.4,0,25.5,65.6,7.5
2011-12-02 21:00:00,69,0,989.6,1.86,31.7,35.2,4.1
2011-12-02 18:00:00,72,0,989.6,6.3,33.4,32,4.1
2011-12-02 15:00:00,75,0,992.6,5.96,31.8,38.4,5.6
2011-12-02 12:00:00,78,0,994.6,4.64,29.3,44.8,6.9
2011-12-02 09:00:00,72,0,993.2,0.13,23.8,70.4,4.2
2011-12-02 06:00:00,51,0,992.2,0,23.9,78.4,4.2
2011-12-02 03:00:00,48,0,992.3,0,24.7,73.6,5.9
2011-12-02 00:00:00,57,0,992.6,0,26.2,64,5.9
2011-12-01 21:00:00,84,0,989.8,2.06,32.1,33.6,3.1
2011-12-01 18:00:00,120,0,989.6,6.28,35.5,27.2,2.5
2011-12-01 15:00:00,87,0,992.2,5.72,32.1,40,3.8
2011-12-01 12:00:00,78,0,994.1,4.07,29.5,51.2,5.6
2011-12-01 09:00:00,66,0,992.6,0.07,23.9,75.2,4
2011-12-01 06:00:00,66,0,991,0,24.5,70.4,4.6
2011-12-01 03:00:00,51,0,991.5,0,25.4,73.6,5.9
2011-12-01 00:00:00,51,0,991.5,0,25.7,70.4,6.7
2011-11-30 21:00:00,57,0,988.4,2.02,31.4,35.2,2.8
2011-11-30 18:00:00,57,0,988.3,6.58,32.9,33.6,4.2
2011-11-30 15:00:00,63,0,991.2,5.35,31,41.6,4.9
2011-11-30 12:00:00,63,0,992.5,3.41,27.7,54.4,4.8
2011-11-30 09:00:00,69,0,991.2,0.05,23.9,73.6,4.4
2011-11-30 06:00:00,63,0,989.9,0,24.4,73.6,6.8
2011-11-30 03:00:00,54,0,990.4,0,26,67.2,7.4
2011-11-30 00:00:00,60,0,990.7,0,26.2,68.8,6.2
2011-11-29 21:00:00,129,0,988,2.05,32.5,32,2.5
2011-11-29 18:00:00,84,0,987.7,3.79,33.7,30.4,3.5
2011-11-29 15:00:00,96,0,990.3,6.88,32.5,35.2,4.7
2011-11-29 12:00:00,90,0,992.5,4.43,30.3,44.8,5.8
2011-11-29 09:00:00,69,0,991.6,0.12,25.4,65.6,5.5
2011-11-29 06:00:00,54,0,990.6,0,25.3,68.8,6
2011-11-29 03:00:00,39,0,990.1,0,25.7,72,6.4
2011-11-29 00:00:00,51,0,989.7,0,26.2,68.8,7.3
2011-11-28 21:00:00,96,0,987,2.15,32.9,28.8,3.5
2011-11-28 18:00:00,81,0,987.4,6.62,34.9,28.8,3.6
2011-11-28 15:00:00,72,0,990.5,6.54,33.9,35.2,4.1
2011-11-28 12:00:00,72,0,992.7,2.94,28.9,49.6,5
2011-11-28 09:00:00,63,0,991.4,0.06,23.7,75.2,4
2011-11-28 06:00:00,57,0,990.1,0,23.8,80,5.2
2011-11-28 03:00:00,51,0,990.6,0,24.6,76.8,5.9
2011-11-28 00:00:00,54,0,990.1,0,27.1,59.2,4.1
2011-11-27 21:00:00,300,0,988.1,1.86,32.2,68.8,27.3
2011-11-27 18:00:00,93,0,988.3,7.64,34.8,27.2,3.1
2011-11-27 15:00:00,84,0,991.2,6.96,33.2,33.6,4.7
2011-11-27 12:00:00,75,0,993,2.95,28.8,49.6,5.3
2011-11-27 09:00:00,66,0,991.9,0.05,24.3,75.2,4.2
2011-11-27 06:00:00,63,0,990.8,0,23.9,81.6,5.3
2011-11-27 03:00:00,54,0,991.3,0,24.9,76.8,6.6
2011-11-27 00:00:00,42,0,991.5,0,26.4,62.4,5.9
2011-11-26 21:00:00,57,0,989.6,2,31.4,27.2,3.6
2011-11-26 18:00:00,60,0,989.2,7.34,34.6,27.2,4.2
2011-11-26 15:00:00,69,0,992.2,8.23,32.5,32,4.6
2011-11-26 12:00:00,75,0,994.3,4.37,28.4,44.8,4.7
2011-11-26 09:00:00,72,0,992.9,0.13,23.1,73.6,2
2011-11-26 06:00:00,54,0,991.4,0,22.8,83.2,3.1
2011-11-26 03:00:00,51,0,991.9,0,24.5,76.8,6
2011-11-26 00:00:00,45,0,992,0,26,60.8,6.8
2011-11-25 21:00:00,93,0,988.8,2.1,31.1,35.2,3.5
2011-11-25 18:00:00,66,0,988.5,5.81,33.9,27.2,3.5
2011-11-25 15:00:00,75,0,991.4,6.05,32.5,35.2,4.6
2011-11-25 12:00:00,81,0,993.7,3.56,28.3,51.2,4.1
2011-11-25 09:00:00,12,51.2,993,1.9,23.8,76.8,5.7
2011-11-25 06:00:00,54,0,991.4,0,23.6,78.4,5
2011-11-25 03:00:00,48,322,992.3,0.05,24.8,73.6,5.6
2011-11-25 00:00:00,45,0,992.7,0,26.7,59.2,5.9
2011-11-24 21:00:00,96,0,989.9,1.73,31.6,32,3.7
2011-11-24 18:00:00,96,0,989.7,6.02,34.9,27.2,3.8
2011-11-24 15:00:00,78,0,992.7,7.86,34,32,4.1
2011-11-24 12:00:00,78,0,995.1,4.36,29.8,46.4,3.4
2011-11-24 09:00:00,36,0,993.9,0.11,23,81.6,0
2011-11-24 06:00:00,45,0,992.9,0,23.8,80,2.5
2011-11-24 03:00:00,48,0,993.2,0,25.2,73.6,5.4
2011-11-24 00:00:00,48,0,993,0,27,64,7.3
2011-11-23 21:00:00,75,0,990.3,1.66,31.7,43.2,4
2011-11-23 18:00:00,63,0,989.9,12.28,35.4,27.2,4.1
2011-11-23 15:00:00,60,0,993.1,8.22,32.8,35.2,5.4
2011-11-23 12:00:00,63,0,995.4,4.44,29.5,49.6,4.8
2011-11-23 09:00:00,60,0,994.1,0.13,22.5,81.6,2.7
2011-11-23 06:00:00,51,0,992.1,1.54,23.1,81.6,4
2011-11-23 03:00:00,48,0,993.1,0,24.6,73.6,5.1
2011-11-23 00:00:00,48,0,993.4,0,26.9,54.4,6.6
2011-11-22 21:00:00,72,0,991,2.14,31.2,44.8,3.6
2011-11-22 18:00:00,99,0,990.8,6.76,35.4,28.8,4.3
2011-11-22 15:00:00,87,0,994.3,5.34,31.9,36.8,5.4
2011-11-22 12:00:00,93,0,996.2,3.62,28.8,49.6,4.7
2011-11-22 09:00:00,69,0,993.7,0.16,23.9,75.2,4.1
2011-11-22 06:00:00,57,0,991.7,0,23.9,75.2,5.2
2011-11-22 03:00:00,48,0,992.2,0,24.9,76.8,5.9
2011-11-22 00:00:00,54,0.2,992.8,0,26.6,59.2,7.3
2011-11-21 21:00:00,69,0,989.6,1.76,32.7,32,3.1
2011-11-21 18:00:00,27,0,989.5,5.96,34.1,28.8,3.3
2011-11-21 15:00:00,93,0,992.1,7.61,34.4,32,4.6
2011-11-21 12:00:00,81,0,994.7,4.64,29.9,46.4,4.8
2011-11-21 09:00:00,66,0,993.4,0.1,22.5,80,3.1
2011-11-21 06:00:00,51,0,992,0,23.5,78.4,4.2
2011-11-21 03:00:00,51,0,992.7,0,24.8,75.2,5.9
2011-11-21 00:00:00,42,0,992.7,0,26,67.2,6
2011-11-20 21:00:00,54,0,989.4,1.63,31.2,36.8,2
2011-11-20 18:00:00,87,0,987.7,5.16,33.4,33.6,1.9
2011-11-20 15:00:00,87,0,992.1,6.6,31.2,41.6,3.9
2011-11-20 12:00:00,78,0,993.9,3.34,29.3,52.8,4.5
2011-11-20 09:00:00,57,0,992.5,0.11,23.3,78.4,4
2011-11-20 06:00:00,48,0,991,0,23.8,80,4.7
2011-11-20 03:00:00,51,0,992,0,24.8,76.8,5.6
2011-11-20 00:00:00,57,0,992.2,0,26.6,59.2,6.1
2011-11-19 21:00:00,138,0,989.7,2.36,32.1,28.8,2.1
2011-11-19 18:00:00,54,0,989.1,5.27,34.9,27.2,3.1
2011-11-19 15:00:00,66,0,991.9,8.45,32.1,36.8,4.3
2011-11-19 12:00:00,69,0,994.1,2.89,28.3,54.4,3.9
2011-11-19 09:00:00,66,0,992.8,0.12,23.4,83.2,2
2011-11-19 06:00:00,48,0,991.2,0,23.7,81.6,3.8
2011-11-19 03:00:00,45,0,991.1,2.38,24.5,76.8,4.8
2011-11-19 00:00:00,48,0,991.5,0,26.5,64,6.6
2011-11-18 21:00:00,60,0,988.6,1.9,31.6,40,4.2
2011-11-18 18:00:00,66,0,988.4,6.29,34.4,28.8,4.7
2011-11-18 15:00:00,57,0,990.9,6.24,32.4,36.8,6.1
2011-11-18 12:00:00,72,0,993,3.05,27.8,59.2,5.1
2011-11-18 09:00:00,66,0,992,0.08,23.2,84.8,3.5
2011-11-18 06:00:00,54,0,990.2,0,23.3,84.8,4.7
2011-11-18 03:00:00,54,0,991.1,0,24.4,78.4,5.5
2011-11-18 00:00:00,51,0,991,0,26.8,59.2,6.9
2011-11-17 21:00:00,57,0,988.7,2,32,36.8,5
2011-11-17 18:00:00,57,0,987.8,6.73,34.7,28.8,5.4
2011-11-17 15:00:00,60,0,990.3,6.12,31.9,40,5.8
2011-11-17 12:00:00,75,0,992.7,2.09,27.7,60.8,6.2
2011-11-17 09:00:00,72,0,991.6,0.05,24.9,73.6,4.1
2011-11-17 06:00:00,57,0,990.3,0,24.4,81.6,3.9
2011-11-17 03:00:00,51,0,991.1,0,25,75.2,5.6
2011-11-17 00:00:00,48,0,991.4,0,26.1,65.6,6.5
2011-11-16 21:00:00,126,231,989,8.6,31.8,35.2,17
2011-11-16 18:00:00,60,0,988.4,7.44,35.6,27.2,4.2
2011-11-16 15:00:00,69,0,991.2,8.77,32.9,32,5.4
2011-11-16 12:00:00,75,0,993.4,4.91,29.7,43.2,4.5
2011-11-16 09:00:00,63,0,992.3,0.16,22.7,78.4,3.9
2011-11-16 06:00:00,51,0,990.7,0,23.2,81.6,4.6
2011-11-16 03:00:00,45,0,991.2,0,24.7,75.2,5
2011-11-16 00:00:00,45,0,991.2,0,26.9,57.6,5.2
2011-11-15 21:00:00,123,0,988.7,2.18,31.7,35.2,2.3
2011-11-15 18:00:00,90,0,988.9,6.1,34.6,28.8,4.5
2011-11-15 15:00:00,87,0,991.4,7.04,32.5,35.2,5.4
2011-11-15 12:00:00,84,0,993.5,4.58,29.9,48,3.8
2011-11-15 09:00:00,63,0,992.4,0.16,23.3,81.6,2.6
2011-11-15 06:00:00,54,0,991.5,0,23.6,80,3.8
2011-11-15 03:00:00,45,0,991.2,0,25.2,73.6,4.6
2011-11-15 00:00:00,48,0,991.4,0,26.1,68.8,4.4
2011-11-14 21:00:00,126,0,989.4,1.97,31,40,2.7
2011-11-14 18:00:00,99,0,989.2,7.31,33.3,33.6,4.9
2011-11-14 15:00:00,84,0,992,7.97,31.6,36.8,5.2
2011-11-14 12:00:00,81,0,994.4,3.94,28.6,56,2
2011-11-14 09:00:00,72,0,993,0.13,22.3,89.6,2.5
