DataHora (GMT),DirVento (oNV ),Precipitacao (mm ),PressaoAtm (mB ),RadSolAcum (MJ/m2 ),TempAr (oC ),UmidRel (% ),VelVento (m/s )
2015-07-18 15:00:00,114,0,995.8,6.64,32.6,32,0.1
2015-07-18 12:00:00,0,0,997.3,2.11,28.1,46.4,0
2015-07-18 09:00:00,0,0,996,0,23.5,70.4,0
2015-07-18 06:00:00,0,0,995.5,0,24.7,68.8,0
2015-07-18 03:00:00,87,0,997.1,0,25.7,60.8,0
2015-07-18 00:00:00,0,0,997.1,0,27.2,51.2,0
2015-07-17 21:00:00,0,0,995.7,0.61,28.3,48,0
2015-07-17 18:00:00,0,0,995.1,2.83,29.3,44.8,0
2015-07-17 15:00:00,102,0,997.1,2.04,27.7,51.2,0
2015-07-17 12:00:00,0,0,997.6,1.26,26.4,59.2,0
2015-07-17 09:00:00,0,0,996,0,24,68.8,0
2015-07-17 06:00:00,0,0,995.4,0,23.6,81.6,0
2015-07-17 03:00:00,81,0,996.5,0,25.2,68.8,0.1
2015-07-17 00:00:00,93,0,995.1,0,29,49.6,0
2015-07-16 21:00:00,132,0,992.4,1.39,30.8,36.8,0
2015-07-16 18:00:00,129,0,992.4,3.83,31.6,36.8,0
2015-07-16 15:00:00,108,0,995.1,2.62,29.5,49.6,0.1
2015-07-16 12:00:00,0,0,996.3,1.07,25.9,64,0
2015-07-16 09:00:00,0,0,994.8,0,25,62.4,0
2015-07-16 06:00:00,0,0,994,0,25.7,60.8,0
2015-07-16 03:00:00,0,0,995.1,0,27.4,51.2,0
2015-07-16 00:00:00,0,0,993.9,0,27.5,40,0
2015-07-15 21:00:00,117,0,992.9,1.58,30.2,33.6,0
2015-07-15 18:00:00,120,0,993.1,5.14,33,30.4,0.2
2015-07-15 15:00:00,123,0,995.5,6.1,32.2,33.6,0.1
2015-07-15 12:00:00,108,0,997.1,2.4,28.8,48,0.1
2015-07-15 09:00:00,0,0,995.4,0,22.5,72,0
2015-07-15 06:00:00,0,0,994,0,22.1,83.2,0
2015-07-15 03:00:00,0,0,995.1,0,23.8,73.6,0
2015-07-15 00:00:00,0,0,995.1,0,23.8,73.6,0
2015-07-14 21:00:00,108,0,994.5,0,27.4,41.6,0
2015-07-14 18:00:00,93,0,992.5,6.66,32.9,28.8,0.7
2015-07-14 15:00:00,102,0,995.1,7.01,32.4,32,0
2015-07-14 12:00:00,111,0,996.8,2.74,28,48,0
2015-07-14 09:00:00,0,0,994.7,0,22,72,0
2015-07-14 06:00:00,0,0,994.1,0,23.4,67.2,0
2015-07-14 03:00:00,0,0,995.4,0,25,70.4,0
2015-07-14 00:00:00,0,0,995.3,0,27.5,57.6,0
2015-07-13 21:00:00,81,0,992.9,1.64,31.7,32,0
2015-07-13 18:00:00,90,0,992.6,5.56,34,27.2,0.2
2015-07-13 15:00:00,99,0,995.5,5.72,31.4,35.2,0.1
2015-07-13 12:00:00,60,0,997.6,1.01,28.5,48,0
2015-07-13 09:00:00,0,0,995.9,0,23.1,72,0
2015-07-13 06:00:00,0,0,994.7,0,24.2,68.8,0
2015-07-13 03:00:00,27,0,995.7,0,25.7,68.8,0
2015-07-13 00:00:00,63,0,995.2,0,28.5,57.6,0
2015-07-12 21:00:00,0,0,992.5,1.58,32,32,0
2015-07-12 18:00:00,81,369,992.4,5.6,33.4,30.4,0
2015-07-12 15:00:00,120,0,995.7,6.19,31.9,35.2,0
2015-07-12 12:00:00,0,0,998,2.68,29.7,44.8,0
2015-07-12 09:00:00,0,0,996.8,0,22.8,75.2,0
2015-07-12 06:00:00,0,0,995.8,0,23.9,75.2,0
2015-07-12 03:00:00,0,0,996.6,0,25.4,72,0
2015-07-12 00:00:00,0,0,996.7,0,28.4,57.6,0
2015-07-11 21:00:00,99,0,994.4,1.62,31.1,35.2,0
2015-07-11 18:00:00,120,0,994.1,5.28,33.2,32,0
2015-07-11 15:00:00,96,0,996.6,6.12,31.1,41.6,0
2015-07-11 12:00:00,0,0,998.2,2.52,28.3,49.6,38.4
2015-07-11 09:00:00,0,0,996.8,0,21.9,86.4,0
2015-07-11 06:00:00,0,0,995.9,0,23.6,81.6,0
2015-07-11 03:00:00,0,0,996.8,0,25.1,73.6,0
2015-07-11 00:00:00,39,0,996.6,0,27.6,64,0
2015-07-10 21:00:00,63,0,994.2,1.6,31.9,32,0
2015-07-10 18:00:00,81,0,994.1,5.64,34.4,25.6,0
2015-07-10 15:00:00,87,0,996.7,7.07,32.6,33.6,0.1
2015-07-10 12:00:00,0,0,998.4,2.75,28.3,52.8,0
2015-07-10 09:00:00,0,0,996.8,0,21.8,89.6,0
2015-07-10 06:00:00,0,0,995.8,0,23.3,84.8,0
2015-07-10 03:00:00,0,0,996.3,0,24.9,75.2,0
2015-07-10 00:00:00,51,0,996.2,0,26.6,60.8,0
2015-07-09 21:00:00,0,0,994.3,1.85,30.6,35.2,0
2015-07-09 18:00:00,0,0,994.2,5.84,33.4,32,0
2015-07-09 15:00:00,0,0,996.3,5.28,31.4,40,0
2015-07-09 12:00:00,0,0,998.2,2.69,28.3,57.6,0
2015-07-09 09:00:00,0,0,996.1,0,22.4,86.4,0
2015-07-09 06:00:00,0,0,995,0,23,83.2,0
2015-07-09 03:00:00,0,0,995.5,0,24.9,68.8,0
2015-07-09 00:00:00,0,0,995.4,0,25.2,76.8,0
2015-07-08 21:00:00,0,0,993.4,1.13,29,51.2,0
2015-07-08 18:00:00,0,0,993.3,4.78,32.3,38.4,0
2015-07-08 15:00:00,0,0,995.8,3.53,28.8,56,0
2015-07-08 12:00:00,0,0,997.3,1.68,27.1,65.6,0
2015-07-08 09:00:00,0,0,995.3,0,22.7,88,0
2015-07-08 06:00:00,0,0,994.5,0,23.3,84.8,0
2015-07-08 03:00:00,0,0,994.5,0,23.8,80,0
2015-07-08 00:00:00,0,0,994.2,0,26,59.2,0
2015-07-07 21:00:00,3,89.6,992.2,2,20,59.2,0
2015-07-07 18:00:00,0,0,991.9,6.77,32.8,30.4,0
2015-07-07 15:00:00,0,0,994.1,7.1,31.8,35.2,0
2015-07-07 12:00:00,0,0,995.5,2.12,26.5,68.8,0
2015-07-07 09:00:00,0,0,994.4,0,23.2,86.4,0
2015-07-07 06:00:00,0,0,993.5,0,23.7,83.2,0
2015-07-07 03:00:00,0,0,994.3,0,24.5,76.8,0
2015-07-07 00:00:00,0,0,993.7,0,25.7,62.4,0
2015-07-06 21:00:00,0,0,991.8,1.76,29.8,41.6,0
2015-07-06 18:00:00,93,0,991.9,6.01,32.1,38.4,0
2015-07-06 15:00:00,0,12.8,994.3,4.03,26.7,48,6.4
2015-07-06 12:00:00,0,0,995.6,2.6,27.1,59.2,0
2015-07-06 09:00:00,0,0,993.7,0,21.4,89.6,0
2015-07-06 06:00:00,0,0,992.5,0,22,91.2,0
2015-07-06 03:00:00,0,0,994.1,0,22.9,88,0
2015-07-06 00:00:00,0,0,993.7,0,23.8,84.8,0
2015-07-05 21:00:00,0,0,991.8,1.02,29.8,46.4,0
2015-07-05 18:00:00,0,0,991.9,4.68,31.5,40,0
2015-07-05 15:00:00,0,0,995.1,3.94,28.6,59.2,0
2015-07-05 12:00:00,0,0.8,996.4,0.91,24.3,86.4,0
2015-07-05 09:00:00,0,0.2,994.3,0,22.3,91.2,0
2015-07-05 06:00:00,0,0,993.4,0,22.7,91.2,0
2015-07-05 03:00:00,0,1.6,995,0,23,89.6,0
2015-07-05 00:00:00,27,5.8,994.3,0,24.2,86.4,0
2015-07-04 21:00:00,15,0,992.2,1.55,28.1,65.6,0
2015-07-04 18:00:00,99,0,991.6,3.58,31.5,44.8,0
2015-07-04 15:00:00,342,818.8,994.9,10.7,29.6,54.4,0
2015-07-04 12:00:00,0,0,996.2,1.2,25.7,76.8,0
2015-07-04 09:00:00,0,0,994.6,0.01,22.7,91.2,0
2015-07-04 06:00:00,0,0,993.9,0,23.3,88,0
2015-07-04 03:00:00,0,29.2,995.4,0,24.6,83.2,0
2015-07-04 00:00:00,0,0,995,0,25.6,75.2,0
2015-07-03 21:00:00,84,0.2,993.1,1.22,27.9,60.8,0
2015-07-03 18:00:00,81,0,992.5,5.03,32.3,43.2,0
2015-07-03 15:00:00,78,0,995.2,3.72,29.3,59.2,0
2015-07-03 12:00:00,0,0,996.6,1.37,25.9,72,0
2015-07-03 09:00:00,0,0.2,994.9,0,23.1,91.2,0
2015-07-03 06:00:00,66,1.8,993.7,0,23,91.2,0
2015-07-03 03:00:00,0,0,994.8,0,25.1,78.4,0
2015-07-03 00:00:00,75,0,994.3,0,26,67.2,0
2015-07-02 21:00:00,54,0,992.5,1.31,30.6,43.2,0
2015-07-02 18:00:00,0,0,992.5,5.75,31.9,40,0
2015-07-02 15:00:00,114,0,994.9,5.95,31.4,44.8,0
2015-07-02 12:00:00,0,0,996.9,2.51,28.1,56,0
2015-07-02 09:00:00,0,0,994.8,0,23.6,83.2,0
2015-07-02 06:00:00,0,0,994.2,0,24.1,81.6,0
2015-07-02 03:00:00,0,0,995.8,0,25.6,76.8,0
2015-07-02 00:00:00,51,0,995.4,0,28.3,60.8,0
2015-07-01 21:00:00,0,0,993.3,1.76,31.2,36.8,0
2015-07-01 18:00:00,99,0,993.1,5.94,33.3,32,0
2015-07-01 15:00:00,114,0,996.1,5.78,31.7,41.6,0
2015-07-01 12:00:00,0,0,997.3,2.4,27.3,60.8,0
2015-07-01 09:00:00,0,0,995.4,0,23.2,91.2,0
2015-07-01 06:00:00,0,0,994.9,0,23.9,91.2,0
2015-07-01 03:00:00,0,10.2,996.3,0,24.3,88,0
2015-07-01 00:00:00,0,0,996,0,26.9,68.8,0
2015-06-30 21:00:00,117,0,993.4,0.95,29.3,49.6,0
2015-06-30 18:00:00,63,0,993.2,3.95,31.8,41.6,0
2015-06-30 15:00:00,114,0,996.1,4.97,30.8,48,0
2015-06-30 12:00:00,0,0,997.6,1.94,24.7,81.6,0
2015-06-30 09:00:00,0,0.2,996,0,22.2,92.8,0
2015-06-30 06:00:00,0,0.2,996,0,22.2,92.8,0
2015-06-30 03:00:00,156,17.6,995.5,0,22.3,92.8,0
2015-06-30 00:00:00,54,0,996,0,26.6,67.2,0.1
2015-06-29 21:00:00,0,0,993.5,1.78,31.6,36.8,0
2015-06-29 18:00:00,123,0,993.1,5.69,33.7,32,0
2015-06-29 15:00:00,90,0,996,5.68,32.3,38.4,0
2015-06-29 12:00:00,0,0,997.6,2.22,28.3,56,0
2015-06-29 09:00:00,0,0.2,996,0,22.8,88,0
2015-06-29 06:00:00,0,0,995.2,0,25.1,78.4,0
2015-06-29 03:00:00,192,617.6,996.4,9.23,25.8,73.6,7.9
2015-06-29 00:00:00,297,36,995.7,2.3,27.9,11.2,31.4
2015-06-28 21:00:00,0,0,993.3,1.37,32.1,33.6,0
