DataHora (GMT),DirVento (oNV ),Precipitacao (mm ),PressaoAtm (mB ),RadSolAcum (MJ/m2 ),TempAr (oC ),UmidRel (% ),VelVento (m/s )
2012-12-28 06:00:00,48,0,990.8,0,25.3,75.2,6.2
2012-12-28 03:00:00,48,0,991.3,0,25.9,70.4,6.9
2012-12-28 00:00:00,51,0,990.9,0,28.1,52.8,7.7
2012-12-27 21:00:00,57,0,988.2,2.02,33.4,32,2.7
2012-12-27 18:00:00,69,0,988.7,7.18,35.5,27.2,3.2
2012-12-27 15:00:00,63,0,992.1,7.37,33.1,33.6,5.2
2012-12-27 12:00:00,72,0,994,3.56,29.2,49.6,5.7
2012-12-27 09:00:00,60,0,992.8,0.04,24.7,75.2,4.5
2012-12-27 06:00:00,51,0,991.4,0,24.9,76.8,6
2012-12-27 03:00:00,51,0,992.4,0,25.7,73.6,7.4
2012-12-27 00:00:00,51,0,992.2,0,28.1,54.4,5.8
2012-12-26 21:00:00,48,0,989.4,1.4,34.1,28.8,1.2
2012-12-26 18:00:00,54,0,989.9,6.07,35.1,27.2,3.2
2012-12-26 15:00:00,60,0,993.2,6.76,32.3,35.2,5
2012-12-26 12:00:00,72,0,995.1,3.24,30,43.2,6.6
2012-12-26 09:00:00,60,0,994.2,1.57,25,73.6,4.5
2012-12-26 06:00:00,54,0,992.9,0,24.9,76.8,5.1
2012-12-26 03:00:00,54,0,993.2,0,25.4,72,4.4
2012-12-26 00:00:00,45,0,993.1,0,28,44.8,7.5
2012-12-21 15:00:00,78,0,991.6,5.77,32,40,4.4
2012-12-21 12:00:00,81,0,993,2.86,28.9,52.8,2.9
2012-12-21 09:00:00,54,0,991.7,0.06,22.8,84.8,1.2
2012-12-21 06:00:00,51,0,989.7,0,23.9,78.4,4.8
2012-12-21 03:00:00,54,0,990,0,25.2,72,6.5
2012-12-21 00:00:00,51,0,989.7,0,28.1,49.6,6.3
2012-12-20 21:00:00,51,0,987.9,2.18,33,33.6,3.5
2012-12-20 18:00:00,72,0,988.1,4.66,34.8,28.8,3.8
2012-12-20 15:00:00,69,0,990.7,6.7,33.3,35.2,6
2012-12-20 12:00:00,75,0,992.1,2.18,28.9,52.8,5.6
2012-12-20 09:00:00,57,0,990.9,0.01,25,75.2,4.5
2012-12-20 06:00:00,57,0,989.6,0,24.8,75.2,6.5
2012-12-20 03:00:00,51,0,990,0,25.7,70.4,8.1
2012-12-20 00:00:00,54,0,990.2,0,27,64,7.3
2012-12-19 21:00:00,87,0,987.2,1.56,33.8,33.6,2
2012-12-19 18:00:00,78,0,987.2,5.76,34.4,32,3.6
2012-12-19 15:00:00,63,51.2,990.3,4.94,32.3,40,4.9
2012-12-19 12:00:00,57,0,992.7,1.88,28,60.8,5.5
2012-12-19 09:00:00,48,0,992,0.02,24.7,80,4.4
2012-12-19 06:00:00,51,0,990.7,0,25.7,73.6,5.6
2012-12-19 03:00:00,48,0,991.6,0,25.9,70.4,7.3
2012-12-19 00:00:00,54,0,991.1,0,27.7,57.6,7.5
2012-12-18 21:00:00,66,0,988.6,2.46,34,30.4,0.7
2012-12-18 18:00:00,78,0,988.6,5.98,35.5,28.8,2.2
2012-12-18 15:00:00,66,0,991,8.38,33.7,35.2,5.2
2012-12-18 12:00:00,60,0,992.3,3.74,29.8,46.4,5.5
2012-12-18 09:00:00,54,0,991.2,0.06,24.8,72,3.4
2012-12-18 06:00:00,54,0,990.3,0,24.6,78.4,3.7
2012-12-18 03:00:00,54,0,991.2,0,25.8,70.4,6.2
2012-12-18 00:00:00,54,0,990.8,0,28.9,49.6,4.4
2012-12-17 21:00:00,75,0,988.7,2.42,33.4,30.4,1.3
2012-12-17 18:00:00,60,0,989.3,5.11,34.6,28.8,2.5
2012-12-17 15:00:00,63,0,992.1,5.06,31.6,40,3.9
2012-12-17 12:00:00,78,0,993.8,3.25,29,51.2,5.1
2012-12-17 09:00:00,60,0,991.7,0.05,24.5,81.6,4.1
2012-12-17 06:00:00,54,0,990.5,0,25.2,75.2,4.5
2012-12-17 03:00:00,48,0,991.7,0,26.6,57.6,5.4
2012-12-17 00:00:00,48,0,991.7,0,26.6,57.6,5.4
2012-12-16 21:00:00,57,0,988.6,2.39,32.7,35.2,2.2
2012-12-16 18:00:00,60,0,989.3,5.26,35,28.8,3.1
2012-12-16 15:00:00,78,0,990.9,6.68,32.9,33.6,3.6
2012-12-16 12:00:00,69,0,992.9,3.7,29.2,49.6,3.6
2012-12-16 09:00:00,54,0,991.5,0.05,24.8,70.4,3.5
2012-12-16 06:00:00,45,0,989.6,0,25.3,73.6,4.9
2012-12-16 03:00:00,51,0,990,0,26.4,68.8,6.4
2012-12-16 00:00:00,48,0,990.6,0,28.2,57.6,5.6
2012-12-15 21:00:00,96,0,988,2.21,33.9,27.2,1.1
2012-12-15 18:00:00,114,0,987.8,6.73,35.9,24,2.4
2012-12-15 15:00:00,105,0,990.6,7.44,34.4,30.4,2.1
2012-12-15 12:00:00,75,0,992.5,3.53,29.1,51.2,3.3
2012-12-15 09:00:00,66,0,991.3,0.04,24.8,70.4,3.8
2012-12-15 06:00:00,51,0,989.3,0,25.1,72,6.1
2012-12-15 03:00:00,48,0,989.5,0,26,72,6.7
2012-12-15 00:00:00,51,0,990.2,0,27.3,62.4,6.2
2012-12-14 21:00:00,114,0,987.8,2.17,34,22.4,1
2012-12-14 18:00:00,93,0,988.1,7.64,35.9,20.8,2.4
2012-12-14 15:00:00,66,0,990.6,6.72,32.7,33.6,4.1
2012-12-14 12:00:00,84,0,992.5,3.38,29.4,48,4.2
2012-12-14 09:00:00,66,0,991,0.06,24.4,75.2,4.7
2012-12-14 06:00:00,54,0,989.5,0,25.2,73.6,5.9
2012-12-14 03:00:00,48,0,990.4,0,25.9,72,6.6
2012-12-14 00:00:00,51,0,991,0,27.2,62.4,7.6
2012-12-13 21:00:00,78,0,987.5,2.44,34.2,24,1.8
2012-12-13 18:00:00,78,0,987.7,6.49,34.9,22.4,3.5
2012-12-13 15:00:00,69,0,990.7,6.68,33.4,33.6,4.3
2012-12-13 12:00:00,75,0,992.7,3.05,29,49.6,5.8
2012-12-13 09:00:00,63,0,991.2,0.04,23.9,83.2,3.9
2012-12-13 06:00:00,54,0,989.4,0,24.6,80,6.3
2012-12-13 03:00:00,48,0,990,0,25.3,73.6,6.2
2012-12-13 00:00:00,48,0,990.1,0,27.9,51.2,7
2012-12-12 21:00:00,60,0,987.7,2.24,33.3,28.8,3.2
2012-12-12 18:00:00,66,0,987.8,5.8,34.1,27.2,4.8
2012-12-12 15:00:00,66,0,991.1,7.02,32.8,33.6,6
2012-12-12 12:00:00,75,0,992.9,2.7,28.3,54.4,5.3
2012-12-12 09:00:00,63,0,991.7,0.02,24.4,80,4
2012-12-12 06:00:00,54,0,990.1,0,24.6,81.6,5.5
2012-12-12 03:00:00,48,0,991.1,0,25.2,73.6,6.1
2012-12-12 00:00:00,48,0,991.2,0,27.8,52.8,7.3
2012-12-11 21:00:00,57,0,988.5,1.68,32,33.6,6.1
2012-12-11 18:00:00,69,0,987.7,6.47,35,27.2,6.2
2012-12-11 15:00:00,66,0,990.2,7.16,33.5,30.4,6.5
2012-12-11 12:00:00,81,0,993.1,3.01,28.2,52.8,5.2
2012-12-11 09:00:00,69,0,992.1,0.06,23.8,83.2,3.8
2012-12-11 06:00:00,54,0,990.3,0,24.3,78.4,4.9
2012-12-11 03:00:00,54,0,990.3,0,24.3,78.4,4.9
2012-12-11 00:00:00,45,0,991.1,0,27.4,54.4,6.8
2012-12-10 21:00:00,57,0,988.4,2.26,31.4,43.2,4.8
2012-12-10 18:00:00,54,0,988.3,5.16,33.7,33.6,4.3
2012-12-10 15:00:00,57,0,991.7,7.25,31.8,41.6,4.2
2012-12-10 12:00:00,63,0,993.6,2.47,28.5,54.4,4.7
2012-12-10 09:00:00,63,0,992.7,0.05,24.5,78.4,1.8
2012-12-10 06:00:00,57,0,991.2,0,24.5,76.8,4.9
2012-12-10 03:00:00,48,0,993,0,25.5,72,6.6
2012-12-10 00:00:00,48,0,993.1,0,26.6,64,8
2012-12-09 21:00:00,51,0,990.4,1.86,32.7,33.6,3.3
2012-12-09 18:00:00,54,0,990.8,5.6,33.5,33.6,4.2
2012-12-09 15:00:00,63,0,992.7,7.21,32.7,35.2,4.9
2012-12-09 09:00:00,60,0,993.7,0.08,24.6,75.2,3.2
2012-12-09 06:00:00,48,0,991.9,0,25.3,73.6,4.3
2012-12-09 03:00:00,45,0,992.8,0,26.1,65.6,6.6
2012-12-09 00:00:00,48,0,992.7,0,27.5,56,6.5
2012-12-08 21:00:00,63,0,989.9,1.52,33.6,30.4,1.9
2012-12-08 18:00:00,111,0,989.7,6.3,34.9,28.8,1.8
2012-12-08 15:00:00,99,0,992.8,7.94,33.8,33.6,3
2012-12-08 12:00:00,84,0,995.3,3.8,29.4,51.2,4.2
2012-12-08 09:00:00,66,0,994,0.1,24.2,73.6,4.6
2012-12-08 06:00:00,51,0,991.5,0,24.3,81.6,5.5
2012-12-08 03:00:00,42,0,992,0,25.2,75.2,6.3
2012-12-08 00:00:00,45,0,992.2,0,27,62.4,7.1
2012-12-07 21:00:00,60,0,989.2,1.69,33.1,32,3.9
2012-12-07 18:00:00,60,0,988.5,6.23,34.7,27.2,4.3
2012-12-07 15:00:00,69,0,990.8,8.03,32.6,32,5.4
2012-12-07 12:00:00,69,0,993.1,4.4,29.5,40,5.4
2012-12-07 09:00:00,54,0,991.7,0.11,23.9,68.8,4.9
2012-12-07 06:00:00,51,0,990.5,0,24.3,70.4,5.7
2012-12-07 03:00:00,45,0,991.3,0,25.1,72,7.3
2012-12-07 00:00:00,45,0,991.3,0,26.6,60.8,8.3
2012-12-06 21:00:00,54,0,988.6,1.13,32,36.8,5
2012-12-06 18:00:00,75,0,988.2,5.35,34.4,27.2,3.1
2012-12-06 15:00:00,93,0,990.6,6.76,33.8,30.4,3.5
2012-12-06 12:00:00,66,0,993.2,1.56,27.4,56,4.5
2012-12-06 09:00:00,54,0,991.6,0.05,25.1,64,4.3
2012-12-06 06:00:00,48,0,990.2,0,25.5,65.6,5.7
2012-12-06 03:00:00,45,0,990.9,0,26,67.2,6.8
2012-12-06 00:00:00,51,0,991.5,0,27.2,57.6,8.2
2012-12-05 21:00:00,99,0,989.1,1.36,33.8,28.8,2
2012-12-05 18:00:00,102,0,989,7.43,34.7,25.6,3.2
2012-12-05 15:00:00,93,0,991.6,8.42,33.9,27.2,3.1
2012-12-05 12:00:00,72,0,993.8,4.19,29.6,43.2,4.2
2012-12-05 09:00:00,60,0,993.4,0.13,24.6,67.2,4.5
2012-12-05 06:00:00,48,0,992.5,0,24.2,75.2,5.4
2012-12-05 03:00:00,42,0,993.2,0,25.3,70.4,6.8
2012-12-05 00:00:00,48,0,993.4,0,27.1,52.8,7.3
2012-12-04 21:00:00,78,0,991,2.12,31.2,44.8,4.3
2012-12-04 18:00:00,78,0,991,2.12,31.2,44.8,4.3
2012-12-04 15:00:00,75,0,993.1,7.45,32.7,32,4
2012-12-04 12:00:00,69,0,995.3,3.55,29.1,46.4,3.8
2012-12-04 09:00:00,60,0,994.2,0.11,23.7,73.6,3.8
2012-12-04 06:00:00,48,0,992.7,0,24.2,76.8,5.6
2012-12-04 03:00:00,45,0,996.6,0,24.4,73.6,6.5
2012-12-04 00:00:00,45,0,993.1,0,27.4,52.8,7
2012-12-03 21:00:00,69,0,989.7,1.92,32.7,33.6,4.4
2012-12-03 18:00:00,66,0,990.2,5.63,34.6,30.4,4.7
2012-12-03 15:00:00,84,0,992.4,4.94,32.6,36.8,5.1
2012-12-03 12:00:00,63,0,994.1,2.9,28.5,52.8,5.1
2012-12-03 09:00:00,57,0,992.4,0.05,25,70.4,5.7
2012-12-03 06:00:00,48,0,991.3,0,25.1,68.8,6.7
2012-12-03 03:00:00,45,0,991.7,0,25.6,70.4,7.3
2012-12-03 00:00:00,48,0,991.1,0,26.2,67.2,6.6
2012-12-02 21:00:00,90,0,988.3,2.03,33.1,30.4,3.1
2012-12-02 18:00:00,75,0,988.3,5.47,34.7,30.4,3.7
2012-12-02 15:00:00,87,0,991.3,5.42,32.6,36.8,4.4
2012-12-02 12:00:00,72,0,993.2,3.44,29.2,49.6,4.8
2012-12-02 09:00:00,57,0,992.4,0.11,24.4,72,5.1
2012-12-02 06:00:00,51,0,991.5,0,25.2,70.4,6.1
2012-12-02 03:00:00,45,0,991.5,0,25.2,72,6.9
2012-12-02 00:00:00,42,0,991.3,0,26.3,64,6.1
2012-12-01 21:00:00,78,0,989.2,1.99,32.6,30.4,2.8
2012-12-01 18:00:00,60,0,989.4,5.15,33.3,32,3.5
2012-12-01 15:00:00,84,0,992.2,5.15,32.1,36.8,4.4
2012-12-01 12:00:00,66,0,993.6,3.06,28.2,51.2,4.5
2012-12-01 09:00:00,60,0,992.9,0.12,23.8,73.6,3.7
2012-12-01 06:00:00,51,0,991.6,0,24.1,76.8,4.3
2012-12-01 03:00:00,51,0,991.9,0,24.8,73.6,5.1
2012-12-01 00:00:00,30,0,991.7,0,26.7,60.8,5.1
2012-11-30 21:00:00,51,0,989.9,1.43,29.8,48,4.8
2012-11-30 18:00:00,66,0,989.4,3.79,31.5,40,4.5
2012-11-30 15:00:00,81,0,992,4.56,30.4,44.8,6
2012-11-30 12:00:00,69,0,993.1,2.58,27.5,54.4,5.6
2012-11-30 09:00:00,54,0,992,0.04,24.5,75.2,4.6
2012-11-30 06:00:00,51,0,990.3,0,24.5,76.8,5.6
2012-11-30 03:00:00,51,0,991.3,0,25.1,73.6,6
2012-11-30 00:00:00,36,0,991.2,0,26.9,60.8,5.7
2012-11-29 21:00:00,39,0,988.8,0.53,29.8,51.2,5.1
2012-11-29 18:00:00,54,0,988.5,2.57,30.7,49.6,5
2012-11-29 15:00:00,72,0,991.3,6.74,32.4,33.6,5.7
2012-11-29 12:00:00,66,0,993.6,3.73,30.1,41.6,7
2012-11-29 09:00:00,66,0,992.1,0.11,24.8,68.8,4.6
2012-11-29 06:00:00,51,0,990.4,0,24.7,75.2,4.9
2012-11-29 03:00:00,48,0,991,0,25.3,72,6.8
2012-11-29 00:00:00,48,0,991.3,0,27.2,59.2,7.1
2012-11-28 21:00:00,60,0,988.3,1.88,33.1,30.4,47.2
2012-11-28 18:00:00,66,0,988.2,6.82,34.5,27.2,4.2
2012-11-28 15:00:00,72,0,991.1,7.74,33.2,32,5.9
2012-11-28 12:00:00,72,0,992.8,4.43,29.6,43.2,6.7
2012-11-28 09:00:00,63,0,991.4,0.12,24.5,67.2,5.3
2012-11-28 06:00:00,51,0,989.5,0,24.5,75.2,6.5
2012-11-28 03:00:00,45,0,990.6,0,25.3,70.4,6.6
2012-11-28 00:00:00,48,0,991,0,27.6,51.2,7.6
2012-11-27 21:00:00,69,0,987.7,1.92,33.5,28.8,4.4
2012-11-27 18:00:00,69,0,987.7,6.89,35,25.6,5.2
2012-11-27 15:00:00,72,0,991.7,7.68,33.6,30.4,5.6
2012-11-27 12:00:00,75,0,994.3,4.04,29.7,44.8,6.6
2012-11-27 09:00:00,63,0,993.3,0.12,24.6,70.4,4.8
2012-11-27 06:00:00,51,0,991.9,0,24.8,75.2,5.6
2012-11-27 03:00:00,48,0,992.8,0,25.4,72,7.1
2012-11-27 00:00:00,48,0,992.3,0,27.1,57.6,8.1
2012-11-26 21:00:00,57,0,989.4,1.84,32.3,33.6,5.3
2012-11-26 18:00:00,66,0,988.8,7.49,35.5,25.6,5.3
2012-11-26 15:00:00,57,0,992.1,5.87,32.6,33.6,5.9
2012-11-26 12:00:00,75,0,994.2,3.56,28.3,52.8,5.7
2012-11-26 09:00:00,60,0,993.2,0.07,24.4,80,4.4
2012-11-26 06:00:00,60,0,992,0,24.7,76.8,4.9
2012-11-26 03:00:00,54,0,992.8,0,25.1,75.2,6.9
2012-11-26 00:00:00,45,0,992.7,0,27.1,57.6,7.9
2012-11-25 21:00:00,54,0,989.8,2.03,32,36.8,5.3
2012-11-25 18:00:00,54,0,989.1,7.16,34.9,27.2,4.4
2012-11-25 15:00:00,63,0,992.4,5.4,32.2,35.2,5.4
2012-11-25 12:00:00,69,0,994.2,3.61,28.7,52.8,5.5
2012-11-25 09:00:00,63,0,993,0.11,24.2,83.2,3.3
2012-11-25 06:00:00,51,0,991.9,0,24.6,76.8,6
2012-11-25 03:00:00,48,0,992.1,0,25.5,70.4,6.8
2012-11-25 00:00:00,45,0,992,0,27.8,49.6,7.8
2012-11-24 21:00:00,51,0,989.2,1.91,33,32,4.4
2012-11-24 18:00:00,57,0,989.2,7.75,35.5,25.6,4.5
2012-11-24 15:00:00,75,0,991.9,8.18,33.3,33.6,4.2
2012-11-24 12:00:00,69,0,994.2,3.43,29.1,49.6,5.4
2012-11-24 09:00:00,63,0,993,0.02,25.3,68.8,4.6
2012-11-24 06:00:00,48,0,990.8,0,25.3,72,7.1
2012-11-24 03:00:00,45,0,991.2,0,26,67.2,8.3
2012-11-24 00:00:00,48,0,991,0,27.1,64,6
2012-11-23 21:00:00,111,0,988,1.94,34.6,27.2,1.2
2012-11-23 18:00:00,120,0,988.3,7.73,36.3,25.6,2
2012-11-23 15:00:00,75,0,991.1,7.7,34.3,32,3.9
2012-11-23 12:00:00,72,0,993.5,3.55,29,49.6,6.3
2012-11-23 09:00:00,63,0,992.7,0.16,25.2,72,4
2012-11-23 06:00:00,48,0,991.2,0,24.2,78.4,4.9
2012-11-23 03:00:00,48,0,991.8,0,25.3,67.2,6.2
2012-11-23 00:00:00,48,0,991.8,0,27.7,52.8,7.4
2012-11-22 21:00:00,66,0,988.7,1.98,34.6,27.2,3.8
2012-11-22 18:00:00,87,612.4,988.4,7.32,36,24,3.9
2012-11-22 15:00:00,72,0,990.9,8.1,34.1,32,5.1
2012-11-22 12:00:00,72,0,993.7,3.65,28.8,49.6,5.6
2012-11-22 09:00:00,63,0,993,0.13,24,76.8,4
2012-11-22 06:00:00,48,0,992,0,23.8,78.4,4.1
2012-11-22 03:00:00,48,0,992.9,0,25.2,67.2,6.5
2012-11-22 00:00:00,48,0,992.8,0,27.6,52.8,7
2012-11-21 21:00:00,51,0,990.1,1.96,32.3,35.2,5.4
2012-11-21 18:00:00,66,0,989.5,8.09,35.2,25.6,4.3
2012-11-21 15:00:00,60,0,992,8.26,33,33.6,6
2012-11-21 12:00:00,66,0,993.7,3.77,28.6,46.4,5.4
2012-11-21 09:00:00,57,0,993,0.14,23.9,73.6,3.7
2012-11-21 06:00:00,45,0,991.4,0,24.3,73.6,5.8
2012-11-21 03:00:00,45,0,991.6,0,25.4,68.8,6.6
2012-11-21 00:00:00,45,0,991.8,0,27.3,54.4,8.1
2012-11-20 21:00:00,81,0,988.9,2.03,32.5,40,5.3
2012-11-20 18:00:00,78,0,988.3,7.85,36.7,19.2,4.6
2012-11-20 15:00:00,81,0,991.1,8.63,34.1,28.8,4.9
2012-11-20 12:00:00,78,0,993.9,4.52,30,44.8,4.8
2012-11-20 09:00:00,48,0,992.7,0.12,24.4,70.4,2.9
2012-11-20 06:00:00,45,0,991.9,0,24.4,76.8,4.6
2012-11-20 03:00:00,48,0,991.9,0,26.1,65.6,6.6
2012-11-20 00:00:00,51,0,992.1,0,28,52.8,7.3
2012-11-19 21:00:00,90,0,989.3,2.06,34.8,20.8,4.9
2012-11-19 18:00:00,105,0,989.2,7.91,36.2,19.2,4.7
2012-11-19 15:00:00,87,0,992,8.28,34.3,25.6,4.3
2012-11-19 12:00:00,84,0,994.7,4.67,30.4,41.6,4
2012-11-19 09:00:00,69,0,993.9,0.07,24.1,75.2,4
2012-11-19 06:00:00,48,0,992.7,0,24.5,76.8,5.3
2012-11-19 03:00:00,51,0,993.5,0,25.4,72,6.5
2012-11-19 00:00:00,63,0,992.8,0,28.8,44.8,4.5
2012-11-18 18:00:00,78,0,990,6.4,35.9,27.2,3.5
2012-11-18 15:00:00,60,0,992.8,4.75,31.7,40,5
2012-11-18 12:00:00,66,0,995.4,2.23,27.5,57.6,5.1
2012-11-18 09:00:00,57,0,994.2,0.07,24.1,81.6,4.3
2012-11-18 06:00:00,48,0,992.8,0,24.3,78.4,4.3
2012-11-18 03:00:00,51,0,994.1,0,25.4,67.2,5.4
2012-11-18 00:00:00,48,0,993.4,0,27.2,59.2,7.4
2012-11-17 21:00:00,54,0,990.6,2.02,33.8,24,3.2
2012-11-17 18:00:00,60,0,990.4,7.91,35.6,22.4,4.2
2012-11-17 15:00:00,60,0,993,8,33.7,32,6.2
2012-11-17 12:00:00,66,0,995.1,4.64,29,46.4,7.2
2012-11-17 09:00:00,57,0,994,0.16,23.9,72,5.2
2012-11-17 06:00:00,51,0,992.7,0,24.2,72,5.5
2012-11-17 03:00:00,48,0,992.6,0,24.8,73.6,6.5
2012-11-17 00:00:00,48,0,992.2,0,26.7,59.2,7.3
2012-11-16 21:00:00,66,0,988.5,2.05,33.7,24,4.4
2012-11-16 18:00:00,87,0,988.6,7.99,36.1,20.8,4.5
2012-11-16 15:00:00,66,0,991.6,8.92,33.7,27.2,5.3
2012-11-16 12:00:00,66,0,993.9,4.69,29.2,43.2,6.7
2012-11-16 09:00:00,57,0,993.2,0.22,24,73.6,4.7
2012-11-16 06:00:00,51,0,991.9,0,24,75.2,5.9
2012-11-16 03:00:00,51,0,992.3,0,24.5,75.2,6.5
2012-11-16 00:00:00,51,0,991.5,0,26.7,59.2,6.9
2012-11-15 21:00:00,66,0,988.5,2.02,32.7,32,3.5
2012-11-15 18:00:00,72,0,988.7,7.62,33.8,30.4,3.9
2012-11-15 15:00:00,69,0,991.5,6.96,32.5,35.2,4.8
2012-11-15 12:00:00,66,0,993.6,3.08,27.9,52.8,5.4
2012-11-15 09:00:00,69,0,992.5,0.1,23.1,83.2,3.9
2012-11-15 06:00:00,57,0,991.6,0,23.4,81.6,5.4
2012-11-15 03:00:00,54,0,992.9,0,24.6,73.6,6.9
2012-11-15 00:00:00,51,0,992,0,26.7,56,7.9
2012-11-14 21:00:00,54,0,989.1,1.96,31.9,38.4,5.1
2012-11-14 18:00:00,57,0,988.8,8,35.2,25.6,4
2012-11-14 15:00:00,60,0,991.7,7.34,32.3,35.2,5.4
2012-11-14 12:00:00,75,0,993.7,4.18,28.5,48,5.6
2012-11-14 09:00:00,57,0,992,0.06,23.2,78.4,4.6
2012-11-14 06:00:00,54,0,990.6,0,23.7,75.2,6
2012-11-14 03:00:00,51,0,991.4,0,24.3,72,7.4
2012-11-14 00:00:00,48,0,991.8,0,25.8,60.8,7.6
2012-11-13 21:00:00,57,0,988.9,1.62,33.5,24,2.5
2012-11-13 18:00:00,63,0,989,7.74,34.9,24,3.7
2012-11-13 15:00:00,63,0,992.1,8.04,32.7,32,3.7
2012-11-13 12:00:00,60,0,994.5,2.38,27.9,52.8,4.8
2012-11-13 09:00:00,57,0,992.9,0.05,24,72,3.4
2012-11-13 06:00:00,39,0,991.1,0,23.7,75.2,5.2
2012-11-13 03:00:00,135,204.6,991.9,12.28,24.8,72,16.9
2012-11-13 00:00:00,42,0,991.9,0,26.4,64,7.7
2012-11-12 21:00:00,90,0,989.2,2.02,31.7,41.6,3.4
2012-11-12 18:00:00,81,0,988.5,7.7,36.1,20.8,4
2012-11-12 15:00:00,78,0,991.5,8.57,33.8,28.8,6.4
2012-11-12 12:00:00,75,0,994.4,4.82,30,40,7.4
2012-11-12 09:00:00,51,0,993.6,0.14,24.3,68.8,5.6
2012-11-12 06:00:00,42,0,992,0,23.9,72,5.3
2012-11-12 03:00:00,45,0,992,0,25,67.2,6.1
2012-11-12 00:00:00,54,0,991.9,0,27.8,44.8,5.5
2012-11-11 21:00:00,66,0,989,2.02,33.5,25.6,2.8
2012-11-11 18:00:00,63,0,988.6,7.87,35.2,24,4.1
2012-11-11 15:00:00,72,0,991.6,8.4,33.4,28.8,5.7
2012-11-11 12:00:00,69,0,994.4,4.68,28.6,41.6,5.3
2012-11-11 09:00:00,60,0,993.3,0.14,22.6,70.4,4.2
2012-11-11 06:00:00,54,0,991.6,0,23.4,68.8,5.8
2012-11-11 03:00:00,48,0,992.1,0,24.5,70.4,6.8
2012-11-11 00:00:00,48,0,992.2,0,26.4,51.2,7.7
2012-11-10 21:00:00,75,0,988.8,1.54,31.4,38.4,4.4
2012-11-10 18:00:00,69,0,988.2,6.35,34.5,28.8,4.3
2012-11-10 15:00:00,69,0,988.2,6.35,34.5,28.8,4.3
2012-11-10 12:00:00,72,0,993.1,4.3,28.8,44.8,5.1
2012-11-10 09:00:00,57,0,991.9,0.14,23.2,73.6,4.4
2012-11-10 06:00:00,48,0,990,0,23.1,78.4,4.5
2012-11-10 03:00:00,51,0,990.6,0,24.5,72,6.1
2012-11-10 00:00:00,51,0,990.6,0,26.5,52.8,4.6
2012-11-09 21:00:00,105,0,988.2,1.51,32,33.6,1.3
