DataHora (GMT),DirVento (oNV ),Precipitacao (mm ),PressaoAtm (mB ),RadSolAcum (MJ/m2 ),TempAr (oC ),UmidRel (% ),VelVento (m/s )
2010-12-12 09:00:00,66,0.6,989.4,0.04,22.8,92.8,2.4
2010-12-12 06:00:00,75,0,988.8,0,22.9,89.6,2.4
2010-12-12 03:00:00,66,0,990.3,0,23.9,83.2,3.4
2010-12-12 00:00:00,57,0,990.7,0,25.2,73.6,3.9
2010-12-11 21:00:00,66,0,989.4,1.64,26.2,75.2,3.5
2010-12-11 18:00:00,66,0.2,988.8,4.26,27.7,65.6,4.1
2010-12-11 15:00:00,81,0,990.4,4.28,29.5,56,3.4
2010-12-11 12:00:00,138,51.4,992.2,6.16,26.2,75.2,2
2010-12-11 09:00:00,69,5,990.8,0.06,21.9,91.2,4
2010-12-11 06:00:00,72,0,990.2,0,24.8,81.6,3.3
2010-12-11 03:00:00,60,0,990.9,0,25.5,76.8,4.4
2010-12-11 00:00:00,75,0,991.2,0,25.8,75.2,4.5
2010-12-10 21:00:00,90,0,989.7,1.84,26.4,72,5.2
2010-12-10 18:00:00,108,0,988.3,4.73,29.9,54.4,3.7
2010-12-10 15:00:00,57,0,990.3,4.22,30.3,51.2,3.3
2010-12-10 12:00:00,42,0,992,2.03,27.8,60.8,3.2
2010-12-10 09:00:00,63,0,990.5,12.24,24.3,83.2,1.8
2010-12-10 06:00:00,48,0,989.5,0,24.8,80,2.5
2010-12-10 03:00:00,66,0,990.4,0,24.7,80,3
2010-12-10 00:00:00,60,0,990.9,0,25.1,76.8,3.9
2010-12-09 21:00:00,45,0,988.9,1.62,26,72,5.9
2010-12-09 18:00:00,48,0,987.8,7.73,31.6,46.4,4
2010-12-09 15:00:00,54,7.2,990.7,4.45,27.1,67.2,4.1
2010-12-09 12:00:00,15,1.2,991.9,0.46,22.5,91.2,2
2010-12-09 09:00:00,51,0,990.3,0.04,24.6,78.4,2.6
2010-12-09 06:00:00,45,0,988.9,0,24.7,78.4,3.5
2010-12-09 03:00:00,51,0,990,0,25.2,73.6,5.7
2010-12-09 00:00:00,45,0,989.7,0,26.9,57.6,6.8
2010-12-08 21:00:00,48,0,987.5,1.28,30.9,40,4.5
2010-12-08 18:00:00,60,0,987.9,3.54,32.5,40,4.2
2010-12-08 15:00:00,54,0,989.9,5.34,31.8,43.2,4.8
2010-12-08 12:00:00,60,0.2,991.8,3.49,29.7,49.6,4
2010-12-08 09:00:00,54,0,991.2,0.06,23.9,83.2,3.5
2010-12-08 06:00:00,54,0,990.4,0,24.4,81.6,4.6
2010-12-08 03:00:00,51,0,990.2,0,25.2,75.2,6.1
2010-12-08 00:00:00,51,0,990.2,0,27.5,54.4,7
2010-12-07 21:00:00,99,0,987.8,2.4,33.1,32,3.5
2010-12-07 18:00:00,69,0,987.6,7.28,34.8,30.4,3.9
2010-12-07 15:00:00,60,0,990.7,6.2,31.1,46.4,4.5
2010-12-07 12:00:00,63,0,992.6,2.76,28.1,59.2,4.8
2010-12-07 09:00:00,63,0,991.6,0.02,24.2,78.4,4.6
2010-12-07 06:00:00,60,0,990.6,0,24.8,76.8,5.6
2010-12-07 03:00:00,54,0,991.4,0,25.6,73.6,6.8
2010-12-07 00:00:00,51,0,991.5,0,27.8,54.4,6.1
2010-12-06 21:00:00,87,0,989.4,1.98,32.8,33.6,2.9
2010-12-06 18:00:00,63,0,989.6,6.38,35,30.4,4.1
2010-12-06 15:00:00,60,0,992.2,4.81,32.5,40,3.8
2010-12-06 12:00:00,78,0.2,994.3,1.92,27.5,64,3.7
2010-12-06 09:00:00,72,0,993.1,0.02,23.6,88,3.4
2010-12-06 06:00:00,51,0,991.3,0,24.6,80,4.7
2010-12-06 03:00:00,51,0,991.6,0,25.8,72,6.7
2010-12-06 00:00:00,48,0,991.4,0,27.1,62.4,7.6
2010-12-05 21:00:00,54,0,989,2.23,32.5,36.8,5
2010-12-05 18:00:00,54,0,988.9,7.49,34.9,28.8,5.2
2010-12-05 15:00:00,60,0,991.5,7.81,33.9,33.6,5.5
2010-12-05 12:00:00,75,0,993.9,3.64,29.6,48,5.7
2010-12-05 09:00:00,69,0,992.1,0.14,24.8,70.4,4.9
2010-12-05 06:00:00,60,0,989.9,0,25,75.2,6.2
2010-12-05 03:00:00,51,0,990.7,0,26,72,7.2
2010-12-05 00:00:00,54,0,991.2,0,27.9,54.4,7.1
2010-12-04 21:00:00,69,0,988,1.91,34,28.8,2.8
2010-12-04 18:00:00,78,0,987.7,8.04,35.7,27.2,3.6
2010-12-04 15:00:00,72,0,990.7,8.09,33.1,33.6,4.3
2010-12-04 12:00:00,87,0,993,4.6,29.6,46.4,4.5
2010-12-04 09:00:00,63,0,991.6,0.13,24.1,75.2,4.2
2010-12-04 06:00:00,51,0,989.9,0,24.6,73.6,6
2010-12-04 03:00:00,48,0,990.9,0,25.9,72,6.8
2010-12-04 00:00:00,51,0.2,991.1,0,27.5,60.8,7
2010-12-03 21:00:00,72,0,988.1,0.68,33.9,28.8,3.4
2010-12-03 18:00:00,276,819,987.3,5.76,35,27.2,3.5
2010-12-03 15:00:00,96,0,990.3,8.83,34.2,32,4.3
2010-12-03 12:00:00,75,0,992.6,4.67,30.2,43.2,5
2010-12-03 09:00:00,57,0,991,0.12,24.4,70.4,3.6
2010-12-03 06:00:00,48,0,989.6,0,24.4,80,3.9
2010-12-03 03:00:00,42,1.6,990.5,0,25.6,73.6,4.8
2010-12-03 00:00:00,36,0,991.6,0,27,62.4,4
2010-12-02 21:00:00,111,0,989.4,0.77,32,33.6,1.7
2010-12-02 18:00:00,108,0,988.8,5.51,33.1,30.4,2.8
2010-12-02 15:00:00,129,0,991.5,5.36,32,35.2,2.3
2010-12-02 12:00:00,60,0,993.3,2.48,28,46.4,1.4
2010-12-02 09:00:00,54,0,991.5,0.05,23.5,67.2,2.5
2010-12-02 06:00:00,51,0,989.9,0,24.9,60.8,5.3
2010-12-02 03:00:00,48,0,990.5,0,26.2,64,6.4
2010-12-02 00:00:00,48,0,990.7,0,28,56,7.3
2010-12-01 21:00:00,72,0,988,2.09,33.9,28.8,3.2
2010-12-01 18:00:00,66,0,988.2,6.61,34.9,25.6,3.8
2010-12-01 15:00:00,69,0,991,7.51,32.5,30.4,5.1
2010-12-01 12:00:00,75,0,992.7,4.51,28.7,44.8,4.5
2010-12-01 09:00:00,57,0,991.3,0.17,23.1,64,4.3
2010-12-01 06:00:00,51,0,989.7,0,24.2,59.2,6.3
2010-12-01 03:00:00,48,0,990.2,0,25.4,68.8,6.2
2010-12-01 00:00:00,42,0,990.8,0,27.1,59.2,7.1
2010-11-30 21:00:00,90,0,988.7,2.27,31.4,44.8,4.6
2010-11-30 18:00:00,84,0,988.2,8.35,35.4,19.2,4.3
2010-11-30 15:00:00,84,0,990.8,8.98,33.7,28.8,5.5
2010-11-30 12:00:00,78,0,992.9,4.39,28.9,44.8,5
2010-11-30 09:00:00,351,409.4,991.8,12.24,23.7,,23.2
2010-11-30 06:00:00,162,819,990.1,6.13,24.4,14.4,48.3
2010-11-30 03:00:00,51,0,991.4,0,25.2,73.6,6.2
2010-11-30 00:00:00,51,0,991.8,0,27.1,62.4,7
2010-11-29 21:00:00,90,0,989.7,1.62,32.8,32,3
2010-11-29 18:00:00,84,0,989.4,6.02,34.4,30.4,3.7
2010-11-29 15:00:00,69,0,991.7,5.9,33.1,35.2,4.2
2010-11-29 12:00:00,81,0,993.6,3.42,28.4,54.4,5.4
2010-11-29 09:00:00,72,0,992.2,0.12,24.5,76.8,3.2
2010-11-29 06:00:00,57,0,990.5,0,24.6,76.8,4.6
2010-11-29 03:00:00,51,0,991.1,0,25.4,72,6.8
2010-11-29 00:00:00,51,0,991.1,0,27.2,60.8,6.9
2010-11-28 21:00:00,162,0,988.5,1.68,32.9,32,2.1
2010-11-28 18:00:00,81,0,988.2,6.73,34,30.4,4.3
2010-11-28 15:00:00,75,0,990.7,5.86,32.6,36.8,5.9
2010-11-28 12:00:00,72,0,992.3,2.18,28.7,52.8,5.3
2010-11-28 09:00:00,75,0,991.6,0.12,24.9,75.2,5.1
2010-11-28 06:00:00,54,0,989.5,0,25.1,73.6,6.2
2010-11-28 03:00:00,51,0,989.5,0,25.8,70.4,7
2010-11-28 00:00:00,39,0,989.5,0,27.5,54.4,6.2
2010-11-27 21:00:00,72,0,987,2.16,33.6,32,2.7
2010-11-27 18:00:00,93,0,987.5,6.47,35.2,30.4,3.1
2010-11-27 15:00:00,75,0,990.5,6.5,32.5,38.4,4.2
2010-11-27 12:00:00,81,0,992.6,2.75,28.2,52.8,6.1
2010-11-27 09:00:00,78,0,991.8,0.1,24.5,70.4,5.8
2010-11-27 06:00:00,54,0,990.1,0,24.6,78.4,5.4
2010-11-27 03:00:00,51,0,990.5,0,25.8,72,7.2
2010-11-27 00:00:00,48,0,990,0,27.1,59.2,8.2
2010-11-26 21:00:00,75,0,986.9,2.22,33.9,30.4,3.1
2010-11-26 18:00:00,78,0,987.1,7.2,35.6,27.2,3.4
2010-11-26 15:00:00,72,0,989.9,8.47,33.4,33.6,4.3
2010-11-26 12:00:00,75,0,992.6,4.07,28.8,51.2,5.2
2010-11-26 09:00:00,63,0,992.3,0.07,23.9,75.2,4.9
2010-11-26 06:00:00,57,0,991,0,24.2,78.4,5.5
2010-11-26 03:00:00,57,0,991.3,0,25.2,72,6.6
2010-11-26 00:00:00,51,0,991.4,0,27.9,51.2,7.3
2010-11-25 21:00:00,60,0,988.6,2.18,33,30.4,4.4
2010-11-25 18:00:00,66,0,988.4,7.51,34.6,28.8,4.9
2010-11-25 15:00:00,63,0,990.7,7.98,33.5,32,5.4
2010-11-25 12:00:00,69,0,992.8,3.42,29.3,51.2,5.7
2010-11-25 09:00:00,72,0,991.8,0.1,24.2,76.8,3.6
2010-11-25 06:00:00,60,0,990.4,0,24.2,78.4,5.2
2010-11-25 03:00:00,54,0,990.6,0,25.5,73.6,6.3
2010-11-25 00:00:00,48,0,990.3,0,26.8,60.8,7.3
2010-11-24 21:00:00,60,0,987.7,1.73,31,43.2,5.8
2010-11-24 18:00:00,63,0,987.1,6.72,33.9,32,5.5
2010-11-24 15:00:00,60,819,989.9,3.78,33.5,33.6,6.2
2010-11-24 12:00:00,309,819,991.5,7.67,29.6,44.8,6.3
2010-11-24 09:00:00,306,819,990.5,12.16,24.9,67.2,5.4
2010-11-24 06:00:00,57,0,988.5,0,24.9,73.6,6.6
2010-11-24 03:00:00,57,0,988.9,0,25.7,70.4,7.7
2010-11-24 00:00:00,48,0,988.5,0,27.3,56,7.2
2010-11-23 21:00:00,57,0,985.2,1.99,33.6,28.8,2.9
2010-11-23 18:00:00,60,0,985.1,8.21,35.3,25.6,2.9
2010-11-23 15:00:00,78,0,988.1,8.95,33.6,30.4,3.9
2010-11-23 12:00:00,69,0,990.7,4.84,28.9,44.8,4.8
2010-11-23 09:00:00,60,0,989.5,0.13,23.5,70.4,4.2
2010-11-23 06:00:00,51,0,988,0,23.7,75.2,4.5
2010-11-23 03:00:00,51,0,988.7,0,24.8,70.4,6.8
2010-11-23 00:00:00,54,0,989,0,26.7,59.2,6
2010-11-22 21:00:00,138,0,986.3,1.86,32.6,28.8,1.8
2010-11-22 18:00:00,111,0,986.5,7.99,36.1,24,3
2010-11-22 15:00:00,87,0,989.6,8.87,33.1,30.4,4.2
2010-11-22 12:00:00,78,0,991.8,4.94,29.4,43.2,6.3
2010-11-22 09:00:00,81,0,990.9,0.17,24.4,70.4,5.1
2010-11-22 06:00:00,57,0,989.6,0,24.2,78.4,5.6
2010-11-22 03:00:00,57,0,990,0,25.2,73.6,6.8
2010-11-22 00:00:00,54,0,991.1,0,27,56,7
2010-11-21 21:00:00,69,0,988.8,1.7,31.8,35.2,4.2
2010-11-21 18:00:00,66,0,988.6,6.82,35.2,25.6,4.5
2010-11-21 15:00:00,66,0,991.5,7.14,32.2,35.2,5.4
2010-11-21 12:00:00,84,0,993.9,4.24,29.5,46.4,6.1
2010-11-21 09:00:00,81,0,992.7,0.13,25,68.8,4.9
2010-11-21 06:00:00,63,0,991.5,0,24.9,73.6,5.6
2010-11-21 03:00:00,57,0,991.8,0,25.6,72,6.7
2010-11-21 00:00:00,48,0,991.4,0,26.9,57.6,8.2
2010-11-20 21:00:00,57,0,989.1,2.02,31.8,36.8,4.4
2010-11-20 18:00:00,75,0,989.6,5.56,33.8,30.4,3.1
2010-11-20 15:00:00,66,0,992.5,7.27,32.6,33.6,5.4
2010-11-20 12:00:00,78,0,994.6,3.96,29.9,44.8,5.8
2010-11-20 09:00:00,63,0.8,993.2,0.05,24,80,4.6
2010-11-20 06:00:00,51,0,990.9,0,25.4,73.6,6.1
2010-11-20 03:00:00,48,0,991.9,0,26.2,72,6.7
2010-11-20 00:00:00,54,0,978.2,0,27.7,62.4,6.1
2010-11-19 21:00:00,120,0,987.5,1.45,33.2,30.4,2
2010-11-19 18:00:00,63,819,987.3,8.8,35.6,28.8,3.8
2010-11-19 15:00:00,66,0,990.1,9.24,33.2,35.2,5.5
2010-11-19 12:00:00,69,0,992.3,4.22,29,51.2,6.9
2010-11-19 09:00:00,60,0,990.9,0.2,24.6,70.4,5.3
2010-11-19 06:00:00,54,0,989.1,0,24,80,4.9
2010-11-19 03:00:00,51,0,989.8,0,24.9,75.2,6
2010-11-19 00:00:00,54,0,989.9,0,28,51.2,5
2010-11-18 21:00:00,90,0,986.9,2.11,33,22.4,2.8
2010-11-18 18:00:00,81,0,986.8,8.2,35.5,24,3.3
2010-11-18 15:00:00,63,0,990.1,9.22,33.3,32,4.9
2010-11-18 12:00:00,66,0,992.9,4.42,28.9,44.8,5.1
2010-11-18 09:00:00,66,0,991.8,0.11,23.1,78.4,3
2010-11-18 06:00:00,45,0,989.9,0,23.5,80,4.4
2010-11-18 03:00:00,51,0,990.9,0,24.8,73.6,5.8
2010-11-18 00:00:00,48,0,990.4,0,26.6,62.4,6.5
2010-11-17 21:00:00,72,0,987.5,2.06,32.9,32,3.5
2010-11-17 18:00:00,72,0,988.4,6.48,35.1,30.4,4
2010-11-17 15:00:00,69,0,991.6,6.44,32.4,36.8,5.1
2010-11-17 12:00:00,84,0,994.2,4.64,29.7,48,6.7
2010-11-17 09:00:00,75,0,992.5,0.07,24.8,68.8,4.7
2010-11-17 06:00:00,60,0,991.4,0,24.3,78.4,5.2
2010-11-17 03:00:00,54,0,992.5,0,25.7,70.4,6.8
2010-11-17 00:00:00,48,0,992,0,26.7,62.4,7.1
2010-11-16 21:00:00,66,0,989,2.17,32.8,33.6,3.2
2010-11-16 18:00:00,66,0,989.8,9.11,34.6,30.4,3.2
2010-11-16 15:00:00,75,0,992.4,4.36,31.7,40,4.1
2010-11-16 12:00:00,69,0,994.6,2.95,28.7,52.8,5.9
2010-11-16 09:00:00,66,0.2,993.4,0.06,24.9,67.2,4.8
2010-11-16 06:00:00,54,0,992.4,0,24.8,75.2,6.4
2010-11-16 03:00:00,54,0,992.8,0,25.5,70.4,7
2010-11-16 00:00:00,54,0,992.8,0,25.5,70.4,7
2010-11-15 21:00:00,69,0,989.3,1.94,32.9,32,2.3
2010-11-15 18:00:00,69,0,989.4,6.52,34.7,30.4,2.9
2010-11-15 15:00:00,72,0,991.8,6.73,32.7,35.2,4.1
2010-11-15 12:00:00,66,0,993.7,4.73,29.9,44.8,5.8
2010-11-15 09:00:00,57,0,993.1,0.19,24.9,72,5.5
2010-11-15 06:00:00,336,819,992,12.28,26.1,27.2,45.9
2010-11-15 03:00:00,45,0,991.1,0,25.9,67.2,5.9
2010-11-15 00:00:00,57,0,991.4,0,28.6,51.2,3.1
2010-11-14 21:00:00,99,0,989,1.64,32.5,27.2,2.1
2010-11-14 18:00:00,63,0,988.3,5.56,34.1,25.6,3.7
2010-11-14 15:00:00,90,0,990.1,8.45,32.9,30.4,4.6
