TestSMA7,PredSMA7
7.600000090301044,6.861253
7.528571362995671,7.5785885
7.571428840181676,7.9641776
7.557142613115038,8.221266
7.900000022575261,8.284061
7.742856942904832,8.429789
7.828571295269889,8.42987
7.671428817606416,8.429407
8.142856852603789,8.365303
8.357142432512951,8.43335
8.942856672001703,8.4736395
8.985714149187709,8.661572
8.571428012422112,8.768691
8.257143057095167,8.782355
7.771428795031155,8.659378
7.000000225752609,8.470925
6.557143440874602,8.088104
6.05714295174395,7.7038784
5.628571791925627,7.136065
5.885714247013839,6.6584816
5.971428599378895,6.3511143
5.842857371834788,6.347601
6.642857191232702,6.3673444
6.42857161132354,6.7719016
6.542857213807963,6.9945755
6.942857123506919,7.2337728
6.814285895962813,7.4404173
6.8428571460821805,7.6010365
7.028571475871975,7.720408
5.942857349259528,7.8074956
5.985714224438578,7.488083
6.300000383779435,7.218746
6.228571656474061,7.035221
6.485714713569229,7.011771
6.671428441352068,7.099395
7.414285760511248,7.230603
8.485713660057057,7.533161
8.357142432512951,8.121579
8.157142477663472,8.4078455
8.557142387362429,8.586318
8.699999841973174,8.677045
8.77142796727159,8.727324
8.814285444457596,8.799037
8.428571761825278,8.869446
8.199999954849478,8.823108
8.24285683002853,8.740745
8.257143057095167,8.612665
8.228571204968844,8.562214
8.171428704730111,8.5632105
8.228571204968844,8.501417
8.685714818920447,8.454087
9.899999571070044,8.581675
9.500000263378045,8.910221
9.38571466089362,9.11391
9.399999683946348,9.183312
9.21428595616351,9.190101
9.25714283134256,9.166443
9.471429013258676,9.151526
9.242857206282876,9.16012
9.657142741041516,9.18861
9.657142741041516,9.2554
8.742856717152224,9.268741
8.24285683002853,9.162133
7.300000158026826,8.934147
7.085714578117664,8.491584
6.628571566173019,7.954318
6.085714201863317,7.408346
6.1285716790493225,6.8024197
7.157142703416081,6.5640697
7.0571427259913415,6.7755413
7.757142567964516,7.0743427
7.814285670210205,7.60843
8.100000579431695,7.944599
8.0,8.215972
8.085714352365056,8.396629
8.05714310224569,8.541593
8.699999841973174,8.644499
8.900000398829608,8.833651
8.97142912613498,8.9258585
8.314286159340856,9.03205
9.01428600131403,8.934849
9.042857251433398,8.937082
8.714286069039813,8.957357
8.942856672001703,8.940744
8.742856717152224,8.917065
8.528571137243063,8.912406
9.37142843382698,8.769978
9.342857183707617,8.872479
8.685714818920447,8.978697
8.657142364787168,8.961273
8.499999887123696,8.811616
8.628571716674758,8.704872
8.985714149187709,8.671912
9.185714706044145,8.826207
8.78571419433823,8.944849
9.242857206282876,8.999982
9.657142741041516,9.029742
9.885714548017315,9.160663
9.38571466089362,9.281343
8.82857106951728,9.295475
8.385714284639274,9.17861
8.842857296583919,8.989715
8.985714149187709,8.866334
8.942856672001703,8.8831005
8.571428012422112,8.943434
9.071428501552765,8.876255
9.671428968108154,8.885253
9.899999571070044,9.024064
9.957142673315731,9.190613
10.028571400621106,9.329595
9.94285704825605,9.419975
9.885714548017315,9.424835
9.957142673315731,9.424009
9.80000019565226,9.419609
9.671428968108154,9.420508
9.61428526385551,9.375629
9.642857717988788,9.312516
9.242857206282876,9.255798
8.999999774247392,9.191479
8.928571648948974,9.067051
9.185714706044145,8.984547
9.500000263378045,8.971865
9.714285843287206,9.04223
9.699999616220566,9.128068
10.2142857304109,9.201439
10.799999969899652,9.327836
10.91428617439103,9.503131
10.799999969899652,9.62156
10.642858094243136,9.672162
10.514286264692071,9.678957
10.514286264692071,9.662745
10.41428568526038,9.641254
10.485713810558796,9.615732
10.514286264692071,9.606729
9.828571445771628,9.590273
9.928571423196368,9.480952
9.971428900382373,9.3857765
9.557143365623732,9.341388
9.25714283134256,9.258082
9.15714285391782,9.142106
9.071428501552765,9.016052
9.642857717988788,8.928539
9.37142843382698,9.004163
8.528571137243063,9.040471
7.828571295269889,8.925087
8.128571227544105,8.617706
7.300000158026826,8.375388
6.228571656474061,8.0107565
6.328571031891845,7.387627
6.671428441352068,6.901203
7.271428305900503,6.8024907
8.04285687517905,7.000698
8.0,7.561907
8.914285421882337,8.013088
9.485714036311403,8.50846
9.271427854395286,8.874189
9.100000353679086,9.100344
8.18571493179675,9.182411
8.385714284639274,9.048522
8.18571493179675,8.885477
8.100000579431695,8.728995
8.485713660057057,8.579415
8.542857364309702,8.615023
8.742856717152224,8.594332
9.914285798136683,8.626315
10.014285775561422,8.944959
10.2142857304109,9.2017975
10.257142605589952,9.350985
10.41428568526038,9.437267
10.100000127926478,9.494484
9.285714081461926,9.498464
9.01428600131403,9.384983
8.671428591853807,9.189965
8.657142364787168,9.009333
7.985714374940317,8.833583
7.728571317845149,8.582458
8.01428622706664,8.305184
8.78571419433823,8.225768
8.985714149187709,8.423054
9.242857206282876,8.688891
9.300000308528563,8.88455
9.914285798136683,9.024635
10.157143230172167,9.202859
10.49999943561848,9.347471
10.342857559961962,9.500924
10.428571310320065,9.579176
10.528570685737844,9.60735
10.642858094243136,9.614281
10.771428719780284,9.642337
10.757143094720602,9.674526
10.685714969422186,9.694598
10.799999969899652,9.668004
10.714286219541552,9.655639
10.571428764930808,9.634047
10.58571438999049,9.601643
10.600000015050174,9.565146
10.400000060200696,9.553864
10.028571400621106,9.518472
10.00000015050174,9.448629
8.671428591853807,9.366336
8.542857364309702,9.131255
8.157142477663472,8.858955
7.928571272694628,8.576591
6.771428418776807,8.282865
6.814285895962813,7.7350636
6.499999736621957,7.2614164
7.95714312482095,6.9044504
8.085714352365056,7.2804337
8.04285687517905,7.744498
