,0
0,0.7387473055720397
1,0.5235691425472602
2,0.4839080109080803
3,0.5346869380581293
4,0.5081463673078287
5,0.542054539092363
6,0.5509081403416574
7,0.5808430898470853
8,0.5526212150864007
9,0.5248161011323312
10,0.5200073570837281
11,0.5065859587031722
12,0.48977739949720145
13,0.49239303572431087
14,0.5280635381806914
15,0.629800919483994
16,0.7149754485305042
17,0.7958910383788571
18,0.8483575959260895
19,0.8447387459842424
20,0.8285337648707204
21,0.8166060098361706
22,0.8007199360054812
23,0.7869874271646606
24,0.7763615256538013
25,0.7634199964970889
26,0.7587783282797104
27,0.7587569462151322
28,0.7565478907893267
29,0.8180352968040027
