sma7W,sma15W,sma30W,sma45W,ema01W,ema03W,ema05W,ema07W
0.7387473055720397,0.0129978925916862,0.0446422353751323,0.3748472015698638,1.6919732594430474,1.3581907614037094,1.7926912304297122,2.153890991277993
0.5235691425472602,0.1643312117310165,0.0535614546462064,0.3638226260700677,1.5496299609431077,1.4857666770985205,1.7443658138926137,1.929839743596265
0.4839080109080803,0.1341784202136451,0.0566743600612271,0.3497188670185343,1.4408845535895234,1.4123099030229138,1.5801776335322186,1.629468173632849
0.5346869380581293,0.1455973649101476,0.0513139687822655,0.3095076442824023,1.447038054152899,1.2409261566871808,1.5216483164416343,1.915420517322533
0.5081463673078287,0.1614753769928051,0.0471641473289699,0.2774247213544648,1.4271559070095707,1.1170280816614688,1.3808960339240577,1.7442044512147112
0.542054539092363,0.1817097976629269,0.0471079651220854,0.2591578791715981,1.419843427082213,1.046444683355612,1.3292813645630412,1.7096045841593834
0.5509081403416574,0.2096311420005347,0.0623292059036221,0.2512995813683795,1.3973422954253152,0.9730317845791744,1.2404327346082102,1.5885823150771492
0.5808430898470853,0.2336665351319145,0.0636218530123906,0.2421899691624893,1.3543046350791033,0.91915916901619,1.1800717185234624,1.510054311611867
0.5526212150864007,0.2404905026575493,0.102495262665646,0.2346455234976929,1.2994585219818426,0.9118690747360484,1.1924558206095763,1.4877819494856157
0.5248161011323312,0.2331369106090619,0.1183531873158552,0.2300673817886632,1.2522243579373904,0.8765293065487116,1.134658956880234,1.4121304700916166
0.5200073570837281,0.2223175576754599,0.1173054211330288,0.2300344947843606,1.2117938572143447,0.838392196552007,1.081991453850812,1.3514912705401343
0.5065859587031722,0.2311792216584788,0.1274534442434889,0.225598581853439,1.1687958279331558,0.8187926173474315,1.065101259990575,1.3160013993395212
0.4897773994972014,0.2942285496244058,0.1229531302408311,0.2235547508689924,1.1244992118396564,0.8359360367188738,1.12003282221485,1.3492567950880288
0.4923930357243108,0.4045848146625158,0.1217274861533718,0.2217823021023492,1.0847504211659404,0.8210572299240457,1.0992820292279974,1.3042487630144577
0.5280635381806914,0.4386455384247638,0.1175999785165113,0.222228634826743,1.0514274943419877,0.7938028348635707,1.0676376721953211,1.308943744737055
0.629800919483994,0.4548937567275627,0.1181540424864636,0.2233747228832651,1.0216393988810373,0.7699683928763598,1.0370854693860194,1.2823679304117463
0.7149754485305042,0.4666155936160935,0.1195322801672606,0.2203676705661866,1.0053788477607988,0.8136022026249397,1.119044818048508,1.4459464922792804
0.7958910383788571,0.4661382370991316,0.1258215270527652,0.215106581128507,1.0188405059316026,0.9936745781068558,1.387226373438823,1.7402410938777533
0.8483575959260895,0.4624321400137862,0.127626333758941,0.2175203994463699,1.0343280358369964,1.0615447961389644,1.4116217401895292,1.7172190026443164
0.8447387459842424,0.4753987883358306,0.1278625275546732,0.2210876346148845,1.0472801644309018,1.0682180959438456,1.3815857260095596,1.6737418427597917
0.8285337648707204,0.4723605979007087,0.1311964926732754,0.2183382534789305,1.0684689951803303,1.0726426430224665,1.3636044946614452,1.64447430382939
0.8166060098361706,0.4711619010898009,0.1288371181519496,0.2137730437750187,1.0786878833655504,1.0483936315153553,1.3382379309009964,1.621608852894943
0.8007199360054812,0.4680314615337223,0.1483848069321177,0.2093901668962524,1.0807787313776176,1.0292591443599337,1.3334641464559502,1.6029761005917935
0.7869874271646606,0.4669560623718319,0.1709649711495987,0.2059879493427152,1.100649217744189,1.024562898031398,1.3366575083189172,1.660765166510615
0.7763615256538013,0.4632894230019476,0.1713036747267268,0.2067002903807836,1.1129489496677565,1.0047633623019274,1.3100125807561085,1.6272215460633574
0.7634199964970889,0.4550022735304235,0.1705601356166411,0.2081645463045333,1.134263875680451,0.992560278498055,1.3037588832399043,1.6388460152968538
0.7587783282797104,0.4499807932407352,0.1674192535132752,0.2093378295482404,1.1478639003482929,0.9743905179707284,1.2797402648060558,1.6093480278082086
0.7587569462151322,0.4527932314808868,0.1646267761501074,0.2146993122347823,1.1543519158408009,0.9571690120551198,1.2567955094082806,1.5808422472250474
0.7565478907893267,0.4474946967117079,0.1619664202696654,0.2238564127699808,1.1581472828675912,0.9408817187920188,1.2350141635574894,1.5547649719716778
0.8180352968040027,0.4399764665880106,0.1594219950892541,0.2325445184075804,1.155970181506917,0.927659871264264,1.216925097026865,1.5298292679558936
