sma7W,sma15W,sma30W,sma45W,ema01W,ema03W,ema05W,ema07W
1.1129788709857742,0.541842666202129,0.0318456441279932,0.1049640251557164,0.3499344633609063,0.7941822150334552,1.5941516657218058,2.5017563033029457
0.8253155560730338,0.4308730672926608,0.1164433781574415,0.1066864807138112,0.3023644948501633,0.6192176198432854,1.1461948282780587,1.7696050636119165
0.6742131735346013,0.4149144857769294,0.0997965089838865,0.1028713552579818,0.2473474560482034,0.5428402399417503,1.0854702463337411,1.713909068241914
0.6185543886041807,0.4779796923552754,0.0928173423417659,0.0902589580625977,0.2273221964497408,0.4911284220772653,0.9556725514417868,1.5004551154044818
0.586999255193332,0.504484451480497,0.0838074143307881,0.0835634446873611,0.2385425342528765,0.5330751152533734,0.9309396729094874,1.4039918510430074
0.5959390587993767,0.5069553097586565,0.1049735555633128,0.0844299399183251,0.254306244319815,0.5751229396097036,0.902469795934562,1.3101920215943132
0.6097309189349127,0.4703751555738778,0.1008185648408008,0.0782084197250069,0.2457167148049862,0.5420500366352009,0.8382480500546864,1.2391302271131848
0.5714700537692008,0.4410518007663906,0.11268605878225,0.0790542848541966,0.2329213034916826,0.5466769096598583,0.9364306545761398,1.3985725960397848
0.5593860626428634,0.4193689477401539,0.1062438574633479,0.0936831930106111,0.2330218107780262,0.5642565216810783,0.9761928303913968,1.4228203248002016
0.5307381779206813,0.4153928596870492,0.1039856133768657,0.1083362726742774,0.2218130193184325,0.536569273621267,0.9301313900746992,1.361908962354632
0.5075823439450305,0.4379095693634151,0.1011624069038817,0.1309862875658314,0.2588713524424132,0.7435704712046843,1.232276132016212,1.7336369800721878
0.4919018950698936,0.4199259637126511,0.1028829008721601,0.1523511372345813,0.2644976355620844,0.7528446284011042,1.1895711600958363,1.6601879544443754
0.5592358757151294,0.414179787698693,0.1039081171217606,0.1552970277605863,0.2651274364069457,0.7381261960032587,1.143130483820764,1.5970004919230696
0.5888624678377481,0.4318967588796238,0.1001315683619701,0.1530546021715091,0.2765066127046462,0.7548215281806436,1.1279292482483905,1.5598516508477396
0.6360100269518881,0.4370524939731354,0.0968144455411866,0.1481669932959032,0.3182641266302854,0.8444474832240468,1.1978053669813595,1.6231505558935662
0.6391191740819026,0.4454485128698465,0.09376791304725,0.1483759337174944,0.3234071330211825,0.8285308916147283,1.161422771570386,1.5910875191439604
0.6615978525379562,0.4623416585027659,0.0963899526931768,0.1504719167990381,0.3593909775157191,0.8814405430945792,1.1988592068382322,1.6330205427943942
0.7240486962603584,0.4841506638119993,0.0951515249639869,0.1536409165425817,0.412885440498231,0.9722168506845688,1.2729373849547174,1.688968420989747
0.7923553030211834,0.5048486594962508,0.0931457821639808,0.1556230121654573,0.4558403719949633,1.0134625519159066,1.270898346430329,1.664582704505703
0.8203475488632267,0.5258874021423932,0.0974720036746966,0.1517766382985891,0.5144115440676728,1.0891731643896718,1.3243318262251087,1.7107529253991167
0.8487345225865627,0.5387450253440794,0.1043399278881939,0.1513782859517173,0.5853700319021237,1.1869905143070836,1.4032428143767737,1.7839975366568022
0.8444360506859796,0.5269690379536351,0.1036237920690142,0.1536229907397522,0.6426016936661416,1.235615448899659,1.4116698324316008,1.7742594068231627
0.8319904909839431,0.5157558309824226,0.1030357070614567,0.1530651664648047,0.6671727438701855,1.2227998452229332,1.381071150393997,1.7416192808345714
0.8148386490241407,0.5051190145860182,0.1025883656875953,0.1550378306056202,0.6815758063726657,1.204216899971272,1.352179663445238,1.7055341378874649
0.8136182105050689,0.4973273680549732,0.1008045262703166,0.1616833296929979,0.6945421229350637,1.1914015565726577,1.328218967811248,1.6756255915984586
0.8354482143678996,0.4877230597431307,0.0996465986946869,0.165702072060886,0.6877787737763073,1.1720296090033633,1.3437942601653612,1.7136899020387777
0.8325578665598541,0.4820522534219123,0.0985920925607839,0.1689717655916087,0.6765535768402832,1.160205789462039,1.355646862440356,1.7257253328650062
0.8223890556622044,0.4733978766246346,0.097623860735015,0.1712561437959847,0.6648857047248035,1.145788662658329,1.3466980740492982,1.7105502165974478
0.8092021832420084,0.4678405459813867,0.0962398745495062,0.1685260894584195,0.6605898100486218,1.1357913942056228,1.3493274447797745,1.730146452453053
0.7993036145209369,0.4672355786267073,0.0946490873503658,0.1666930152769731,0.6551286569496524,1.1219981465434028,1.33062997298913,1.7022448743054828
