,0
0,1.3581907614037094
1,1.4857666770985203
2,1.4123099030229138
3,1.2409261566871808
4,1.1170280816614688
5,1.046444683355612
6,0.9730317845791745
7,0.91915916901619
8,0.9118690747360484
9,0.8765293065487116
10,0.838392196552007
11,0.8187926173474315
12,0.8359360367188738
13,0.8210572299240457
14,0.7938028348635707
15,0.7699683928763598
16,0.8136022026249397
17,0.9936745781068558
18,1.0615447961389644
19,1.0682180959438456
20,1.0726426430224663
21,1.0483936315153553
22,1.0292591443599337
23,1.024562898031398
24,1.0047633623019274
25,0.992560278498055
26,0.9743905179707284
27,0.9571690120551198
28,0.9408817187920189
29,0.927659871264264
