,0
0,0.9872820430010476
1,0.9254914790142805
2,0.8742260697498371
3,0.8772199346328041
4,0.8690280236510017
5,0.8659418008080285
6,0.8554129077880918
7,0.8334059121925527
8,0.8038309184738942
9,0.777658191202551
10,0.7545389800876721
11,0.729182066819141
12,0.702426037912389
13,0.6779853959615132
14,0.6569831396517142
15,0.6376394565514304
16,0.6240030049079964
17,0.6220805253752252
18,0.6223808083416263
19,0.6224906834281881
20,0.6271103631742575
21,0.627560299333789
22,0.6248225548124087
23,0.629930504414534
24,0.6326332997782315
25,0.6396417722114074
26,0.6439588944235807
27,0.6458102721029431
28,0.6472036038855917
29,0.6460945205939685
